buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,tail_profit_score,tail_profit_model_version,amount_ratio_5d,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
1,主票,600487.SH,亨通光电,1,58.05,8.7282,通信设备,86.666667,tail_profit_v1,1.3018778160583442,5.128098626862291,84.77726895764275,86.666667,85.0,0.0,98.24671026005677,83.56775039153948,85.59322033898306,1.171403962101647,1.9673282979097095,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260407,0.0,True,58.35,61.5,58.7,58.0,63.86,0.5167958656330907,5.943152454780365,1.1197243755383335,-0.08613264427217437,58.35,61.5,58.7,58.0,63.86,20260403,eod_proxy,False
1,主票,300265.SZ,通光线缆,1,18.8,8.4198,电气设备,74.878049,tail_profit_v1,1.3063836501744872,3.0366099296687503,48.80266022937918,74.878049,80.53581147946562,17.85675408213749,38.24936892815914,61.611640487313686,61.24031007751941,5.319148936170204,1.0390541024722477,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260408,0.0,True,19.13,19.73,19.48,18.72,22.56,1.755319148936163,4.94680851063829,3.6170212765957332,-0.42553191489362874,19.13,19.73,19.48,18.72,22.56,20260407,eod_proxy,False
1,主票,002475.SZ,立讯精密,1,52.27,8.0182,元器件,94.956597,tail_profit_v1,2.006500474630523,4.435415951078391,75.45087283287646,94.956597,82.89473684210526,0.0,76.35144889134438,83.3324559627455,90.03322259136222,0.573942988329823,1.560880829015554,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260409,0.0,True,51.5,55.78,55.09,51.3,57.5,-1.4731203367132295,6.7151329634589585,5.395064090300372,-1.855748995599782,51.5,55.78,55.09,51.3,57.5,20260408,eod_proxy,False
1,主票,688313.SH,仕佳光子,1,106.98,8.2684,通信设备,78.0,tail_profit_v1,1.4077583889520382,3.713150608157323,63.48650513635902,78.0,80.9741177573723,16.10352897051083,52.16832733375301,81.6403313756535,64.75716064757164,5.290708543653011,1.4990512333965977,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260410,0.0,True,109.01,111.0,106.0,101.68,128.38,1.8975509441017113,3.7577117218171585,-0.916059076462894,-4.954197046176856,109.01,111.0,106.0,101.68,128.38,20260409,eod_proxy,False
1,主票,688498.SH,源杰科技,1,1225.03,8.5846,半导体,82.307692,tail_profit_v1,1.5125511740510125,3.966253571169603,64.78432383097524,82.307692,83.39690529100214,6.4123788359914435,72.73251961085842,84.14866194452108,70.4409437985829,3.5076691999379683,1.643683310930788,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260413,0.0,True,1210.0,1322.16,1266.0,1200.0,1470.04,-1.2269087287658187,7.928785417499995,3.344407892051615,-2.043215268197507,1210.0,1322.16,1266.0,1200.0,1470.04,20260410,eod_proxy,False
1,主票,002497.SZ,雅化集团,1,26.13,8.0198,小金属,85.060976,tail_profit_v1,2.401450736587288,3.2378081891335486,57.41424319366827,85.060976,82.89473684210526,0.0,57.837949407161545,82.21478557271459,76.19047619047606,1.5308075009567546,1.1353373758224539,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260414,0.0,True,26.5,26.86,26.81,26.05,28.74,1.4159969383850113,2.793723689246086,2.6023727516264916,-0.3061615001913487,26.5,26.86,26.81,26.05,28.74,20260413,eod_proxy,False
1,主票,002759.SZ,天际股份,1,38.92,8.1712,电气设备,89.85,tail_profit_v1,1.6728239138270984,4.519831212756465,81.84621231714839,89.85,85.0,0.0,81.36569048860672,79.72364801302258,84.28184281842822,1.4902363823227072,2.2148297294931396,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260415,0.0,True,39.0,39.0,36.21,36.0,42.81,0.20554984583760483,0.20554984583760483,-6.963001027749227,-7.502569373072976,39.0,39.0,36.21,36.0,42.81,20260414,eod_proxy,False
1,主票,002294.SZ,信立泰,1,67.27,8.1511,化学制药,84.53125,tail_profit_v1,1.940784990257902,2.559734887841194,75.34481103931839,84.53125,85.0,0.0,83.30024369533214,78.07360654280379,84.1880341880342,1.65006689460383,2.4364245469773005,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260416,0.0,True,66.4,66.5,60.54,60.54,74.0,-1.293295674148942,-1.144640998959412,-10.00445964025568,-10.00445964025568,66.4,66.5,60.54,60.54,74.0,20260415,eod_proxy,False
1,主票,300502.SZ,新易盛,1,537.5,8.1532,通信设备,88.772727,tail_profit_v1,1.0899714103413118,4.635614354701052,83.51487722630081,88.772727,85.0,0.0,89.12677519599615,85.0,94.46847256999783,0.45209302325579515,2.4831101478934636,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260417,0.0,True,550.0,589.98,589.0,542.03,645.0,2.3255813953488413,9.763720930232566,9.58139534883722,0.8427906976744115,550.0,589.98,589.0,542.03,645.0,20260416,eod_proxy,False
1,主票,002384.SZ,东山精密,1,162.1,8.3918,元器件,86.203704,tail_profit_v1,1.3078696264353462,4.757978192238212,78.21011905551923,86.203704,81.0034997896459,15.98600084141638,83.43232188049194,70.89101902830703,80.87876322213184,1.4497223935842074,1.5855110609763523,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260420,0.0,True,162.08,168.2,157.0,155.7,178.31,-0.012338062924110993,3.7631091918568726,-3.1462060456508345,-3.948180135718693,162.08,168.2,157.0,155.7,178.31,20260417,eod_proxy,False
1,主票,688663.SH,新风光,1,68.32,8.3241,电气设备,85.2,tail_profit_v1,2.014156810948006,2.352469510320284,77.68807741805469,85.2,85.0,0.0,76.60886858797507,84.9780899600464,81.11999999999989,1.7271662763466145,1.9346496245088884,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、板块强、风险低,20260421,0.0,True,67.0,67.63,63.88,63.36,81.98,-1.932084309133475,-1.0099531615925028,-6.498829039812637,-7.259953161592502,67.0,67.63,63.88,63.36,81.98,20260420,eod_proxy,False
1,主票,000683.SZ,博源化工,1,8.99,8.0529,化工原料,78.2,tail_profit_v1,2.060456744693899,1.427813770034681,58.9282671468175,78.2,85.0,0.0,69.01452457817621,79.79803196666637,81.66666666666676,1.2235817575083408,1.429108687476477,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、风险低,20260422,0.0,True,9.03,9.18,8.83,8.8,9.89,0.4449388209121219,2.1134593993325845,-1.7797552836484987,-2.1134593993325845,9.03,9.18,8.83,8.8,9.89,20260421,eod_proxy,False
1,主票,301611.SZ,珂玛科技,1,108.88,8.048,半导体,90.848214,tail_profit_v1,1.3057482289608955,4.619006859439933,81.15481591283537,90.848214,85.0,0.0,97.34291492092686,85.0,98.82100750267954,0.10102865540044803,2.869020250055132,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260423,0.0,True,110.0,111.11,106.7,105.52,130.66,1.0286554004408588,2.048126377663495,-2.002204261572371,-3.085966201322554,110.0,111.11,106.7,105.52,130.66,20260422,eod_proxy,False
1,主票,300331.SZ,苏大维格,1,53.31,8.5301,元器件,83.194444,tail_profit_v1,2.2254544359614306,2.3162255752110243,69.20729611331952,83.194444,82.89473684210526,0.0,92.10402128310275,82.96780468617501,89.03508771929826,0.9379103357719076,2.276651531623708,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260424,0.0,True,53.31,53.9,51.42,50.1,63.97,0.0,1.1067341962108346,-3.5453010692177878,-6.021384355655601,53.31,53.9,51.42,50.1,63.97,20260423,eod_proxy,False
1,主票,688041.SH,海光信息,1,285.0,8.2005,半导体,90.166667,tail_profit_v1,2.0525906405152408,3.740761221601214,65.83745005931435,90.166667,82.0712206550549,3.2940647482014533,67.43011898164139,84.74216123479734,62.67985611510788,2.9122807017543995,0.6640293868324321,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260427,0.0,True,300.0,305.0,296.27,293.3,342.0,5.263157894736836,7.017543859649122,3.954385964912266,2.9122807017543995,300.0,305.0,296.27,293.3,342.0,20260424,eod_proxy,False
1,主票,300136.SZ,信维通信,1,88.46,8.8069,元器件,87.058824,tail_profit_v1,1.1570896224327105,4.376499565117213,74.23987647468202,87.058824,83.7244685951734,5.102125619306372,62.8392907279535,81.22745848318885,74.13441955193476,2.871354284422356,1.8186003683241303,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260428,0.0,True,88.0,90.97,87.49,85.6,106.15,-0.5200090436355387,2.837440651141776,-1.0965408094053775,-3.2330997060818434,88.0,90.97,87.49,85.6,106.15,20260427,eod_proxy,False
1,主票,301012.SZ,扬电科技,1,37.19,9.7698,电气设备,76.304348,tail_profit_v1,1.9559315803064823,2.791498358668366,54.95855059797453,76.304348,80.67304971288438,17.307801148462488,34.57216809116809,77.76780566504904,57.50577367205533,4.947566550147897,0.586007933645849,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260429,0.0,True,36.9,37.27,36.17,36.0,44.63,-0.7797795106211369,0.21511158913687378,-2.742672761495013,-3.1997848884108615,36.9,37.27,36.17,36.0,44.63,20260428,eod_proxy,False
1,主票,600549.SH,厦门钨业,1,59.47,8.1863,小金属,87.730769,tail_profit_v1,1.0850304973317904,4.174636766068927,76.72695705729859,87.730769,85.0,0.0,95.31196624791917,41.56937763542077,93.265306122449,0.5549016310744781,2.434403169317334,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260430,0.0,True,58.5,60.07,57.78,57.4,65.42,-1.6310744913401676,1.0089120564990672,-2.841768959139057,-3.480746594921813,58.5,60.07,57.78,57.4,65.42,20260429,eod_proxy,False
1,主票,002025.SZ,航天电器,1,73.19,8.1572,元器件,82.181818,tail_profit_v1,1.2700466297530295,3.709229867712116,62.96213338775715,82.181818,82.89473684210526,0.0,79.78793318642857,49.844734469874,80.73959938366716,1.7078835906544576,1.8508210409128756,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260506,0.0,True,75.0,77.59,76.4,74.0,80.51,2.473015439267656,6.011750239103719,4.385845060800664,1.1067085667440857,75.0,77.59,76.4,74.0,80.51,20260430,eod_proxy,False
1,主票,002759.SZ,天际股份,1,41.31,8.4537,电气设备,85.35124,tail_profit_v1,1.9152466662887007,4.241316904016017,78.56144903171115,85.35124,85.0,0.0,81.82838567287406,78.23544962301476,82.64705882352952,1.4282256112321479,1.8240078876016863,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260507,0.0,True,40.5,40.76,38.79,38.18,45.44,-1.9607843137254943,-1.3313967562333717,-6.100217864923751,-7.5768579036552985,40.5,40.76,38.79,38.18,45.44,20260506,eod_proxy,False
1,主票,300706.SZ,阿石创,1,50.06,8.121,元器件,90.32967,tail_profit_v1,1.6050022738494576,2.8795430693482564,71.12321145848927,90.32967,82.15836371410128,11.366545143594834,61.87316323666802,71.77891295821902,77.83687943262412,2.4970035956851877,2.1354733405875903,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260508,0.0,True,48.95,51.4,48.53,48.09,60.07,-2.217339192968437,2.6767878545745027,-3.0563324011186555,-3.9352776667998413,48.95,51.4,48.53,48.09,60.07,20260507,eod_proxy,False
1,主票,300570.SZ,太辰光,1,162.1,8.0307,通信设备,91.944444,tail_profit_v1,1.8678685065368519,4.348850326965936,74.1593077772456,91.944444,82.86325833846347,8.546966646146132,63.51906915476319,82.54116840369348,74.0070609002647,3.6335595311536073,2.2885027975263705,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260511,0.0,True,163.62,183.37,178.8,161.0,194.52,0.9376927822331904,13.1215299198026,10.302282541640984,-0.6785934608266486,163.62,183.37,178.8,161.0,194.52,20260508,eod_proxy,False
1,主票,300866.SZ,安克创新,1,129.1,8.0335,元器件,89.21875,tail_profit_v1,1.5995099027729538,3.012539490662684,80.10048611172641,89.21875,85.0,0.0,92.07604253929858,82.5,92.3515981735158,0.518977536793197,1.9532483942297452,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260512,0.0,True,128.87,130.22,126.3,125.87,154.92,-0.17815646785437345,0.8675445391169712,-2.1688613477924057,-2.5019364833462343,128.87,130.22,126.3,125.87,154.92,20260511,eod_proxy,False
1,主票,603618.SH,杭电股份,1,40.45,8.445,电气设备,85.0,tail_profit_v1,1.9133205220035905,3.9672419713835434,70.20574330942159,85.0,76.95404722105327,32.18381111578692,79.32641646005256,59.50018954611712,84.45040214477218,1.4338689740420296,2.1636639164842597,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260513,0.0,True,38.76,41.24,39.43,38.76,44.5,-4.177997527812128,1.953028430160697,-2.5216316440049513,-4.177997527812128,38.76,41.24,39.43,38.76,44.5,20260512,eod_proxy,False
1,主票,688167.SH,炬光科技,1,516.7,8.7789,元器件,84.936709,tail_profit_v1,1.2394514789028683,3.9305756565824828,73.46351336023432,84.936709,84.17614903574237,3.295403857030512,85.07336609798759,55.13036776575051,88.11222063718498,1.4515192568221424,3.2017097089899416,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260514,0.0,True,526.88,549.0,503.98,501.0,620.04,1.9701954712599168,6.25120959938068,-2.4617766595703583,-3.0385136442810268,526.88,549.0,503.98,501.0,620.04,20260513,eod_proxy,False
1,主票,300001.SZ,特锐德,1,37.29,8.1497,电气设备,91.578947,tail_profit_v1,1.9689664967672464,3.9216721431296895,81.23368242879846,91.578947,85.0,0.0,88.1230147415494,75.1047034944977,80.83333333333337,1.8503620273531807,2.024623803009562,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260515,0.0,True,36.7,37.75,36.05,35.83,44.75,-1.5821936175918427,1.2335746849021278,-3.325288281040495,-3.9152587825154184,36.7,37.75,36.05,35.83,44.75,20260514,eod_proxy,False
1,主票,300831.SZ,派瑞股份,1,23.78,8.1893,半导体,82.542373,tail_profit_v1,2.01084959129456,2.321499330223987,73.57056582509084,82.542373,82.09812667261373,3.186440677966107,96.41448405941723,82.29635968000879,92.605633802817,0.8830950378469149,3.5113174695299065,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、板块强、风险低,20260518,0.0,True,22.75,23.6,23.22,22.2,28.54,-4.331370899915898,-0.7569386038687953,-2.354920100925162,-6.644238856181673,22.75,23.6,23.22,22.2,28.54,20260515,eod_proxy,False
1,主票,688525.SH,佰维存储,1,331.1,8.0966,半导体,84.566667,tail_profit_v1,1.1748537423996572,3.414105817992579,51.915779304144436,84.566667,80.24619430984183,10.594170129053728,43.71647541920687,78.05953308002884,62.43243243243249,4.1981274539413915,0.9348643430545645,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260519,0.0,True,322.01,324.0,313.43,301.01,397.32,-2.745394140742985,-2.1443672606463404,-5.336756266988829,-9.087888855330728,322.01,324.0,313.43,301.01,397.32,20260518,eod_proxy,False
1,主票,002138.SZ,顺络电子,1,39.77,8.3947,元器件,86.160714,tail_profit_v1,1.939366476872381,4.404719877159206,86.1205057816245,86.160714,85.0,0.0,95.21381549388617,85.27142379292157,94.91978609625676,0.47774704551168945,2.897800776196635,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260520,0.0,True,41.25,41.25,39.83,38.72,43.75,3.7213980387226453,3.7213980387226453,0.15086748805630545,-2.6401810409856785,41.25,41.25,39.83,38.72,43.75,20260519,eod_proxy,False
1,主票,301269.SZ,华大九天,1,103.39,8.74,半导体,82.81746,tail_profit_v1,2.0245974304908803,3.937662200252005,87.66263714811288,82.81746,85.0,0.0,99.41100237700391,85.7487524222729,98.69513641755636,0.10639326820776063,2.718903165982267,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260521,0.0,True,101.78,106.69,97.22,96.8,124.07,-1.5572105619498955,3.191798046232708,-5.96769513492601,-6.373923977173812,101.78,106.69,97.22,96.8,124.07,20260520,eod_proxy,False
1,主票,300831.SZ,派瑞股份,1,23.16,8.3255,半导体,73.0,tail_profit_v1,1.5320112281953961,1.7718500060131153,51.110156675263035,73.0,78.38311137329634,18.04650187523569,60.64173322304829,74.82240542263395,60.77170418006433,5.267702936096708,0.9736956837668842,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260522,0.0,True,23.0,23.97,23.62,22.3,27.79,-0.6908462867012077,3.4974093264248607,1.9861830742659903,-3.713298791018993,23.0,23.97,23.62,22.3,27.79,20260521,eod_proxy,False
1,主票,300739.SZ,明阳电路,1,33.28,8.1222,元器件,88.116438,tail_profit_v1,2.0055010612026645,3.379784616122869,84.60448819917654,88.116438,85.0,0.0,92.89325889887434,84.2448162641119,93.89312977099249,0.48076923076922906,2.3580069714988827,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260525,0.0,True,33.99,34.58,32.85,32.2,39.94,2.133413461538458,3.90625,-1.2920673076923017,-3.2451923076923017,33.99,34.58,32.85,32.2,39.94,20260522,eod_proxy,False
1,主票,301566.SZ,达利凯普,1,33.97,8.1158,元器件,83.45,tail_profit_v1,2.0040152804563913,2.316060594821136,62.82267264948793,83.45,80.12052743438193,19.517890262472285,49.6725670926449,77.8657906877301,67.42081447963807,2.119517221077416,0.7613209412695277,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、板块强、风险低,20260526,0.0,True,33.51,34.49,33.77,32.26,40.76,-1.354136002355022,1.5307624374448103,-0.5887547836326057,-5.033853400058874,33.51,34.49,33.77,32.26,40.76,20260525,eod_proxy,False
1,主票,002463.SZ,沪电股份,1,133.36,8.8298,元器件,88.1,tail_profit_v1,1.7840935371881455,5.090280733188478,84.16892881113684,88.1,85.0,0.0,89.67748715776086,66.86227298627472,88.31699346405246,1.0722855428914047,2.400819042743807,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、板块强,20260527,0.0,True,130.21,134.5,128.29,127.1,146.7,-2.3620275944811087,0.8548290341931608,-3.8017396520696023,-4.6940611877624665,130.21,134.5,128.29,127.1,146.7,20260526,eod_proxy,False
1,主票,600330.SH,天通股份,1,31.21,8.1428,专用机械,87.678571,tail_profit_v1,1.830604672002502,3.4787807498694803,72.3520671884717,87.678571,85.0,0.0,91.1073361553869,65.0,85.60000000000002,1.7302146747837144,2.9353562005276945,守8%、承接稳,破8%/急回落/板块转弱,涨幅不过热、资金强、风险低,20260528,1.0,True,30.5,34.33,34.33,29.59,34.33,-2.274911887215636,9.996795898750399,9.996795898750399,-5.190644024351176,30.5,34.33,34.33,29.59,34.33,20260527,eod_proxy,False
