rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
15,688167.SH,炬光科技,20260603,2026-06-03,477.83,8.2288,3373892833.0,0,0,元器件,88.10000000000002,42.882277149655344,28.27177760544663,71.15596294655543,91.52910859862138,48.94311781638117,91.32277149655341,55.95499276544312,78.3299279177787,3.0415280264743525,3.0415280264743525,47.53183966247914,100.0,71.01125180863922,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、热题材,位置差、高开低走、回落大,20260604,0.0,True,462.0,474.0,455.5,448.88,573.4,-3.312893706966913,-0.801540296758263,-4.673210137496597,-6.058640102128365,462.0,474.0,455.5,448.88,573.4,20260603,eod_proxy,False
16,001270.SZ,铖昌科技,20260603,2026-06-03,136.9,8.4528,2129682892.98,0,0,半导体,61.783813076431294,56.23870714880488,90.60285615836496,23.176564056395648,84.76908380327673,69.6308295347343,75.76568388188937,0.0,78.83580812364598,3.020709672660754,3.020709672660754,64.99149820450755,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、量价齐、均价上,风险可控,20260604,0.0,True,135.0,139.1,136.79,133.8,150.59,-1.387874360847341,1.607012417823217,-0.08035062089116751,-2.264426588750912,135.0,139.1,136.79,133.8,150.59,20260603,eod_proxy,False
17,300323.SZ,华灿光电,20260603,2026-06-03,16.56,8.6614,3150928928.08,0,0,半导体,61.783813076431294,42.65120568307807,36.23476923076923,58.9524091189308,90.40053989148169,55.62504774160186,89.01099076906847,38.628416804256126,76.6316806071102,2.778494672036673,2.778494672036673,44.504342276910066,94.73684210526315,73.23763264104123,wp_rule_v2_1,disabled,0,0.0,C级,基础入选,回落大,20260604,0.0,True,16.22,18.66,18.02,16.2,19.87,-2.0531400966183555,12.681159420289866,8.81642512077294,-2.1739130434782594,16.22,18.66,18.02,16.2,19.87,20260603,eod_proxy,False
18,300394.SZ,天孚通信,20260603,2026-06-03,497.38,8.8359,30156692486.4,0,0,通信设备,51.67105736088504,50.744217681273135,20.458142527638465,76.95570183159771,93.0775531464599,47.113561669432315,100.0,69.34683652071698,75.44467557808481,2.719017735540853,2.719017735540853,34.30129458520962,100.0,67.66329086982076,wp_rule_v2_1,disabled,0,0.0,C级,动量上、新高、破平台,风险高、位置差、高开低走,20260604,0.0,True,478.91,491.3,480.45,476.87,596.86,-3.71345852265873,-1.2224054043186272,-3.4038361011701324,-4.123607704370902,478.91,491.3,480.45,476.87,596.86,20260603,eod_proxy,False
19,688515.SH,裕太微-U,20260603,2026-06-03,246.5,13.5945,3204566245.0,0,0,半导体,61.783813076431294,68.74423597731989,11.995957296550571,76.84117288355277,90.62883655073534,43.39694560050693,89.58173241720262,60.51969187808446,76.01238147466549,2.713903979332457,2.713903979332457,41.90731963050253,94.73684210526315,67.76481387258414,wp_rule_v2_1,disabled,0,0.0,C级,动量上、新高、破平台,位置差、高开低走、回落大,20260604,0.0,True,223.0,231.99,226.97,222.5,295.8,-9.533468559837733,-5.886409736308318,-7.9229208924949335,-9.73630831643002,223.0,231.99,226.97,222.5,295.8,20260603,eod_proxy,False
20,300398.SZ,飞凯材料,20260603,2026-06-03,38.6,8.6406,2961400949.37,0,0,化工原料,77.98579331533789,46.518173971363176,48.358750830895545,66.11491301251581,82.21006514897729,65.67366917927802,86.91341628094355,17.140274322782695,75.10548890869575,2.68335988941936,2.68335988941936,58.52814434803881,100.0,80.71493141930432,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、热题材,回落大,20260604,0.0,True,37.91,42.0,41.34,37.91,46.32,-1.787564766839389,8.808290155440401,7.09844559585493,-1.787564766839389,37.91,42.0,41.34,37.91,46.32,20260603,eod_proxy,False
21,301611.SZ,珂玛科技,20260603,2026-06-03,97.8,9.5553,1785915141.35,0,0,半导体,61.783813076431294,52.62957080178504,61.95181573680546,44.33673997804605,82.72142370496812,69.05159631212084,69.81320030278455,13.74743021980263,74.94632811338573,2.6061219308074675,2.6061219308074675,56.804438399693545,94.73684210526315,79.4578792871546,wp_rule_v2_1,disabled,0,0.0,C级,量价齐、均价上,回落大,20260604,0.0,True,96.0,113.48,107.99,94.75,117.36,-1.8404907975460127,16.032719836400823,10.419222903885483,-3.1186094069529657,96.0,113.48,107.99,94.75,117.36,20260603,eod_proxy,False
22,300821.SZ,东岳硅材,20260603,2026-06-03,16.43,10.4167,1698036256.5,0,0,化工原料,77.98579331533789,61.23321980028234,74.22710127331109,74.04518609679073,74.68752037290346,82.54679591161154,68.10705434075898,5.737066342057211,73.61600637794338,2.532086426209815,2.532086426209815,71.11580705636986,100.0,83.56573341448569,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,回落大,20260604,0.0,True,16.42,16.99,16.82,16.12,19.72,-0.060864272671934394,3.4083992696287257,2.37370663420573,-1.8867924528301772,16.42,16.99,16.82,16.12,19.72,20260603,eod_proxy,False
23,600246.SH,万通发展,20260603,2026-06-03,17.15,9.7951,4878955018.0,0,0,区域地产,15.501426767701096,71.08448325856686,97.97055320870159,84.29193652621632,80.0,94.19928935729189,100.0,10.993928881179535,74.12190061606512,2.5256368505865217,2.5256368505865217,60.406335386883704,94.73684210526315,80.14625462181037,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260604,1.0,True,16.5,18.87,18.87,16.4,18.87,-3.790087463556846,10.029154518950456,10.029154518950456,-4.373177842565601,16.5,18.87,18.87,16.4,18.87,20260603,eod_proxy,False
24,300302.SZ,同有科技,20260603,2026-06-03,54.81,17.5928,4802933438.14,0,0,IT设备,20.926515444724348,90.63050836452274,88.68333839593228,73.996781398688,83.98105717793118,90.98392684234494,100.0,63.912327203720665,74.09908436532685,2.5234441860372514,2.5234441860372514,51.04114780258344,94.73684210526315,66.91665504117509,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260604,0.0,True,55.01,57.11,55.18,53.7,65.77,0.36489691662104917,4.196314541142132,0.6750592957489365,-2.025177887246854,55.01,57.11,55.18,53.7,65.77,20260603,eod_proxy,False
25,600783.SH,鲁信创投,20260603,2026-06-03,23.29,8.8318,1428509380.0,0,0,专用机械,58.60303462316413,60.725086080531526,97.75736021900777,72.1632068607191,74.2668998761755,96.46508824248252,62.26281217352137,0.0,73.52080562433203,2.522705283782229,2.522705283782229,71.77991903669727,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260604,0.0,True,23.25,24.45,24.14,23.13,25.62,-0.17174753112924046,4.980678402747962,3.649635036496357,-0.6869901245169618,23.25,24.45,24.14,23.13,25.62,20260603,eod_proxy,False
26,300686.SZ,智动力,20260603,2026-06-03,18.48,13.0275,606827784.38,0,0,元器件,88.10000000000002,74.13548823051377,89.25177510227768,76.43920260802277,68.32569237705962,93.45745265067251,33.31423094264907,0.0,72.4170614266795,2.4163840225598623,2.4163840225598623,81.96358920912586,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260604,0.0,True,18.52,20.48,19.7,18.3,22.18,0.21645021645020357,10.822510822510822,6.601731601731586,-0.9740259740259716,18.52,20.48,19.7,18.3,22.18,20260603,eod_proxy,False
27,688090.SH,瑞松科技,20260603,2026-06-03,101.6,14.1317,939972454.0,0,0,专用机械,58.60303462316413,86.3345473889225,96.19231972908815,95.12594046445523,68.60614117946528,99.10021403753109,48.110915431745845,0.7500423543307263,71.88741466293072,2.3669282612360347,2.3669282612360347,79.54371945768342,100.0,84.81248941141732,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260604,0.0,True,100.5,110.0,108.64,99.0,121.92,-1.0826771653543288,8.267716535433077,6.929133858267722,-2.5590551181102317,100.5,110.0,108.64,99.0,121.92,20260603,eod_proxy,False
28,301329.SZ,信音电子,20260603,2026-06-03,33.27,10.7523,940665576.23,0,0,元器件,88.10000000000002,69.65871357961315,84.38241712566688,74.09201156651145,67.46918457630541,88.55309616685847,48.13583934523752,0.0,71.01991007621217,2.2880510983117173,2.2880510983117173,79.30493624266128,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260604,0.0,True,31.55,33.0,32.69,30.68,39.92,-5.16982266305982,-0.8115419296663706,-1.7433122933573908,-7.784791103095889,31.55,33.0,32.69,30.68,39.92,20260603,eod_proxy,False
29,600172.SH,黄河旋风,20260603,2026-06-03,15.04,8.2014,4894197083.0,0,0,矿物制品,23.587533565613313,62.48872769371471,85.43314878446672,70.35195499689078,81.4428894276202,91.4780680299798,100.0,45.041947123332776,71.493414443271,2.28487407332914,2.28487407332914,48.2779728131229,94.73684210526315,71.63425006127207,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260604,0.0,True,14.24,14.8,14.48,14.06,16.54,-5.319148936170204,-1.5957446808510523,-3.7234042553191404,-6.515957446808507,14.24,14.8,14.48,14.06,16.54,20260603,eod_proxy,False
30,301577.SZ,美信科技,20260603,2026-06-03,98.46,13.9715,522823664.28000003,0,0,元器件,88.10000000000002,82.86392201501491,83.16318024393225,67.9096427600569,66.31043663503523,83.49785501589552,28.276091587588066,10.219696794495983,70.06348355779072,2.2040631058631517,2.2040631058631517,78.82059304422019,100.0,82.445075801376,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260604,0.0,True,93.84,101.41,100.75,93.0,118.15,-4.692260816575244,2.9961405646963257,2.32581759089987,-5.545399146861662,93.84,101.41,100.75,93.0,118.15,20260603,eod_proxy,False
31,600188.SH,兖矿能源,20260603,2026-06-03,25.97,8.8433,2579933148.0,0,0,煤炭开采,18.92339795870827,67.5323039908078,99.99218210059348,81.04335123551462,73.51880538461788,97.07759586279383,82.25066117034116,0.0,70.32375194740833,2.1850817685642543,2.1850817685642543,62.868627260586074,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260604,0.0,True,25.0,27.8,27.27,24.25,28.57,-3.73507893723527,7.046592221794379,5.005775895263764,-6.623026569118206,25.0,27.8,27.27,24.25,28.57,20260603,eod_proxy,False
32,688097.SH,博众精工,20260603,2026-06-03,72.67,11.9378,2171787480.0,0,0,专用机械,58.60303462316413,61.61425031475521,22.888260996213226,84.86546755218932,79.93283634049745,57.09944321403461,76.42765333432624,55.15228465630976,68.8856424035803,2.104764794569162,2.104764794569162,43.10885655077365,100.0,71.21192883592256,wp_rule_v2_1,disabled,0,0.0,C级,动量上、新高、破平台,位置差、高开低走、回落大,20260604,0.0,True,70.5,74.83,71.84,69.9,87.2,-2.9861015549745407,2.972340718315669,-1.1421494426861134,-3.811751754506665,70.5,74.83,71.84,69.9,87.2,20260603,eod_proxy,False
33,301377.SZ,鼎泰高科,20260603,2026-06-03,384.74,11.7521,3001052562.93,0,0,机械基件,21.097649334025277,71.89224177465252,69.94676681054365,73.77542005793464,78.92683974448897,84.40366294579759,87.36314835647971,48.39314465882789,68.95393729178369,2.0736228013879825,2.0736228013879825,45.68383156880472,94.73684210526315,70.79645067739828,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,回落大,20260604,0.0,True,378.0,416.27,408.52,372.0,461.69,-1.7518324063003576,8.19514477309351,6.180797421635376,-3.311327130009878,378.0,416.27,408.52,372.0,461.69,20260603,eod_proxy,False
34,688233.SH,神工股份,20260603,2026-06-03,86.1,8.3973,930711499.0,0,0,半导体,61.783813076431294,45.778214032935054,65.36844432415188,38.260998735938436,73.90659436539346,66.16223703744342,47.77612695384788,9.012952582942054,68.33212184945442,2.024881745528972,2.024881745528972,55.325019312263365,94.73684210526315,80.64149869636975,wp_rule_v2_1,disabled,0,0.0,C级,承接好、量价齐、均价上,回落大,20260604,0.0,True,84.01,90.36,89.0,84.01,103.32,-2.427409988385587,4.947735191637648,3.368176538908263,-2.427409988385587,84.01,90.36,89.0,84.01,103.32,20260603,eod_proxy,False
35,688003.SH,天准科技,20260603,2026-06-03,111.31,13.8023,1120886756.0,0,0,专用机械,58.60303462316413,71.38859565821343,62.15939957523509,88.88927066016855,70.98690066486793,83.87478987499544,54.06281414525248,34.27378847648424,67.53268508251215,1.9960991199360438,1.9960991199360438,59.47284872368198,100.0,76.43155288087894,wp_rule_v2_1,disabled,0,0.0,D级,个股强、动量上、量价齐,回落大,20260604,0.0,True,105.75,114.43,107.9,105.5,133.57,-4.995058844668043,2.802982661036757,-3.063516305812597,-5.2196568143023985,105.75,114.43,107.9,105.5,133.57,20260603,eod_proxy,False
36,920981.BJ,晶赛科技,20260603,2026-06-03,43.87,23.682,507748196.52,0,0,元器件,88.10000000000002,80.9546074842624,63.723447510935955,85.35796950267684,63.483771012448585,82.03008027690973,27.286775438225735,22.97383442670705,66.23530795829423,1.8970683458038609,1.8970683458038609,72.65556083193407,100.0,79.25654139332323,wp_rule_v2_1,disabled,0,0.0,D级,板块强、个股强、动量上,回落大,20260604,0.0,True,40.02,42.63,41.82,39.28,57.03,-8.775928880784123,-2.826532938226567,-4.672897196261672,-10.462730795532249,40.02,42.63,41.82,39.28,57.03,20260603,eod_proxy,False
37,688625.SH,呈和科技,20260603,2026-06-03,109.88,9.4095,599069133.0,0,0,化工原料,77.98579331533789,61.46967541889511,94.69200745196395,75.73062829771109,60.58230436487691,83.11329674785875,32.87912636979244,4.69743589743589,64.70186029611705,1.786219013956312,1.786219013956312,74.3141574690107,100.0,83.82564102564103,wp_rule_v2_1,disabled,0,0.0,D级,板块强、承接好、动量上,风险可控,20260604,0.0,True,76.0,80.32,77.88,75.02,94.58,-30.833636694575894,-26.90207499089916,-29.122679286494357,-31.72551874772479,76.0,80.32,77.88,75.02,94.58,20260603,eod_proxy,False
38,688807.SH,优迅股份,20260603,2026-06-03,448.0,9.9683,1070427274.0,0,0,半导体,61.783813076431294,42.70999734496948,38.30268474739067,48.03523699753494,72.79630987835706,46.07078845123358,52.505319548128924,21.976168688558822,64.68716655884826,1.7609552113340272,1.7609552113340272,45.76583214666106,94.73684210526315,77.40069466996556,wp_rule_v2_1,disabled,0,0.0,D级,基础入选,回落大,20260604,0.0,True,425.8,458.01,433.65,425.8,537.6,-4.955357142857142,2.2343749999999885,-3.2031250000000067,-4.955357142857142,425.8,458.01,433.65,425.8,537.6,20260603,eod_proxy,False
39,301067.SZ,显盈科技,20260603,2026-06-03,35.9,10.8709,320793412.75,0,0,元器件,88.10000000000002,56.891222263569254,63.20923861039967,85.40822298277133,59.70412649842453,85.093588019459,11.760316246061322,13.557411983998962,62.39425294121668,1.6312930815280462,1.6312930815280462,68.67121464106505,100.0,81.61064700400026,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、量价齐,回落大,20260604,0.0,True,35.63,36.29,35.46,34.76,43.08,-0.7520891364902416,1.0863509749303724,-1.2256267409470722,-3.1754874651810594,35.63,36.29,35.46,34.76,43.08,20260603,eod_proxy,False
40,688719.SH,爱科赛博,20260603,2026-06-03,79.09,11.5672,585088917.0,0,0,电气设备,37.66995069257021,61.44417502439351,73.60525663684996,79.3419513929739,63.78783777416505,84.92419080173497,32.08069794376754,8.182393647743059,62.02048754274682,1.589562297771524,1.589562297771524,57.89667033610431,94.73684210526315,80.84913843016949,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,回落大,20260604,0.0,True,79.53,82.6,81.7,77.01,94.91,0.5563282336578546,4.437982045770639,3.3000379314704675,-2.6299152863826003,79.53,82.6,81.7,77.01,94.91,20260603,eod_proxy,False
41,300292.SZ,吴通控股,20260603,2026-06-03,6.03,10.0365,1505437199.09,0,0,互联网,19.3522276051608,54.119411378716954,59.155698408190034,75.3922107528883,68.0165042122947,79.76619583380163,64.03635783100084,9.220692313082424,61.76875365394727,1.5742568779233295,1.5742568779233295,47.190669017803266,94.73684210526315,80.58956376383466,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、均价上,回落大,20260604,0.0,True,5.89,6.0,5.84,5.76,7.24,-2.321724709784423,-0.4975124378109541,-3.1509121061359946,-4.47761194029852,5.89,6.0,5.84,5.76,7.24,20260603,eod_proxy,False
42,300745.SZ,欣锐科技,20260603,2026-06-03,48.72,12.0,697940849.7800001,0,0,汽车配件,66.05306729982334,62.75081883658295,64.34129747263944,77.58603510059655,60.667079463551545,84.7095002032455,38.044285731562404,15.213035426828585,61.255779225533246,1.5598045575704373,1.5598045575704373,62.62941200349057,100.0,81.19674114329285,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、热题材,回落大,20260604,0.0,True,48.25,50.12,48.44,47.51,58.46,-0.9646962233169076,2.8735632183908066,-0.5747126436781658,-2.4835796387520537,48.25,50.12,48.44,47.51,58.46,20260603,eod_proxy,False
43,688261.SH,东微半导,20260603,2026-06-03,88.69,8.423,863961939.0,0,0,半导体,61.783813076431294,36.85285474422814,51.72628888279728,44.22364778988134,65.78647714553406,56.53831334451658,45.25975433024696,13.756263739858895,60.5952772852784,1.5048021153129507,1.5048021153129507,48.482477611348514,94.73684210526315,79.45567090714053,wp_rule_v2_1,disabled,0,0.0,D级,基础入选,回落大,20260604,0.0,True,87.71,90.9,88.98,85.99,106.43,-1.104972375690616,2.4918254594655576,0.32698162137783093,-3.04431164731086,87.71,90.9,88.98,85.99,106.43,20260603,eod_proxy,False
44,300164.SZ,通源石油,20260603,2026-06-03,10.76,9.684,1197466798.0,0,0,石油开采,17.14547245738198,62.39818842805098,93.72664352867083,54.06551829321242,62.51897753435319,90.82891864773629,56.29744383588297,0.0,60.4698081935787,1.4975569234854105,1.4975569234854105,55.68841306510489,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、均价上,风险可控,20260604,0.0,True,10.4,10.47,9.66,9.58,12.91,-3.3457249070631967,-2.695167286245348,-10.22304832713754,-10.966542750929364,10.4,10.47,9.66,9.58,12.91,20260603,eod_proxy,False
45,301218.SZ,华是科技,20260603,2026-06-03,41.35,11.8777,642903786.71,0,0,软件服务,28.899701362216813,66.15394586858392,57.00316062434965,86.58598069989881,61.53110882085382,84.20995359847414,35.26692382629198,22.236023900635285,58.09344507185399,1.3666465334623297,1.3666465334623297,50.0722296575211,94.73684210526315,77.33573086694643,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,回落大,20260604,0.0,True,39.88,44.88,43.68,39.51,49.62,-3.555018137847643,8.536880290205563,5.634824667472782,-4.449818621523582,39.88,44.88,43.68,39.51,49.62,20260603,eod_proxy,False
46,603040.SH,新坐标,20260603,2026-06-03,87.19,8.002,415852284.0,0,0,汽车配件,66.05306729982334,52.35993275602634,91.806530703119,60.88768626711091,53.663707312479374,85.82475987820796,20.53585535388197,0.0,57.668671180169596,1.3541355860137478,1.3541355860137478,67.0135868714468,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、热题材,风险可控,20260604,0.0,True,85.52,91.08,89.29,85.52,95.91,-1.9153572657414908,4.4615208166074005,2.408533088656961,-1.9153572657414908,85.52,91.08,89.29,85.52,95.91,20260603,eod_proxy,False
47,300004.SZ,南风股份,20260603,2026-06-03,14.56,9.0637,558937977.21,0,0,电气设备,37.66995069257021,45.6955692696673,59.798613107080186,42.45357797403412,63.169396709276256,62.913841581100044,30.534595281545567,14.957894437168918,57.6145125219027,1.3416626724624525,1.3416626724624525,44.65311608469774,94.73684210526315,79.15526323281303,wp_rule_v2_1,disabled,0,0.0,D级,量价齐、均价上,回落大,20260604,0.0,True,14.56,14.71,13.65,13.6,17.47,0.0,1.0302197802197766,-6.25,-6.593406593406604,14.56,14.71,13.65,13.6,17.47,20260603,eod_proxy,False
48,301093.SZ,华兰股份,20260603,2026-06-03,128.98,11.1897,752907668.27,0,0,医疗保健,16.804392692105672,68.59215966743056,100.0,78.702802162728,57.33002492463445,91.10544217687072,40.607577536365966,10.520560532965755,57.446349169892414,1.3329976108025596,1.3329976108025596,57.717772408827685,94.73684210526315,80.26459670886382,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260604,0.0,True,127.5,128.31,124.6,122.86,154.78,-1.1474647232128987,-0.519460381454484,-3.3958753295084465,-4.744921693285775,127.5,128.31,124.6,122.86,154.78,20260603,eod_proxy,False
49,688295.SH,中复神鹰,20260603,2026-06-03,51.31,8.7076,968930381.0,0,0,化纤,15.540309408961075,47.346149644987506,70.51107617919888,54.32081395503355,59.65474841183412,73.42141868132258,49.13687102958531,1.9545454545454461,55.312574771351336,1.2277301657051596,1.2277301657051596,45.18083627689151,94.73684210526315,82.4061004784689,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐,风险可控,20260604,0.0,True,50.0,50.88,49.0,48.62,61.57,-2.553108555837069,-0.8380432664197968,-4.502046384720327,-5.24264275969597,50.0,50.88,49.0,48.62,61.57,20260603,eod_proxy,False
50,300411.SZ,金盾股份,20260603,2026-06-03,9.15,9.5808,207794765.60000002,0,0,专用机械,58.60303462316413,58.920655158885836,100.0,56.59303925151951,49.36177500676694,96.52102176919318,0.0,0.0,54.87302451202456,1.212605249128851,1.212605249128851,67.732606690959,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、量价齐、热题材,风险可控,20260604,0.0,True,9.35,9.84,9.46,9.15,10.98,2.1857923497267784,7.540983606557372,3.3879781420764976,0.0,9.35,9.84,9.46,9.15,10.98,20260603,eod_proxy,False
1,002463.SZ,沪电股份,20260604,2026-06-04,140.82,8.49,15066229442.0,0,0,元器件,96.5,63.849803387027485,85.7024329702337,84.70992054936866,95.0,95.4691854283048,100.0,0.0,91.93921663014672,5.129273378706284,5.129273378706284,84.79738876715571,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,S级,板块强、承接好、动量上,风险可控,20260605,0.0,True,137.1,141.28,133.22,131.81,154.9,-2.641670217298675,0.3266581451498496,-5.396960658997296,-6.39823888652179,137.1,141.28,133.22,131.81,154.9,20260604,eod_proxy,False
2,688766.SH,普冉股份,20260604,2026-06-04,427.35,14.2647,3887218981.0,0,0,半导体,70.07005404857736,87.54882413413685,88.66777076132622,93.95567925770294,94.59444840421378,89.71526053366081,100.0,1.501603088803084,91.29825930926363,5.005938469945695,5.005938469945695,83.60715142104661,100.0,84.62459922779922,wp_rule_v2_1,disabled,0,0.0,S级,板块强、个股强、承接好,风险可控,20260605,0.0,True,404.0,421.0,396.0,393.0,512.82,-5.463905463905472,-1.4859014859014863,-7.3359073359073435,-8.037908037908048,404.0,421.0,396.0,393.0,512.82,20260604,eod_proxy,False
3,300657.SZ,弘信电子,20260604,2026-06-04,45.17,11.2836,4524585154.0,0,0,元器件,96.5,70.7407721762371,75.65872990870837,70.29521285541028,95.0,85.56282556583247,100.0,0.0,91.27238047689008,5.001018251723656,5.001018251723656,82.5746015896336,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,S级,板块强、个股强、承接好,风险可控,20260605,0.0,True,43.3,45.0,43.06,42.12,54.2,-4.139915873367284,-0.37635598848794194,-4.671241974762008,-6.752269205224715,43.3,45.0,43.06,42.12,54.2,20260604,eod_proxy,False
4,300319.SZ,麦捷科技,20260604,2026-06-04,19.47,8.2268,3696471199.0,0,0,元器件,96.5,64.8188428839108,83.03378986211831,60.18038904687633,94.6590229793346,89.37072547053963,99.14755744833647,19.11763715538283,89.34167714974534,4.6466064511285685,4.6466064511285685,76.93453688070372,100.0,80.22059071115429,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、量价齐,风险可控,20260605,1.0,True,19.45,23.36,22.28,19.44,23.36,-0.10272213662043672,19.97945557267591,14.43246019517208,-0.15408320493065508,19.45,23.36,22.28,19.44,23.36,20260604,eod_proxy,False
5,688126.SH,沪硅产业,20260604,2026-06-04,28.85,14.1218,6921059029.0,0,0,半导体,70.07005404857736,79.93408523550401,66.32571086158433,74.4270852243377,94.59444840421378,67.75657253561988,100.0,9.902246183708773,87.84134392479216,4.387826729466404,4.387826729466404,72.08410013947504,100.0,82.52443845407281,wp_rule_v2_1,disabled,0,0.0,A级,板块强、个股强、承接好,回落大,20260605,0.0,True,28.36,29.65,28.49,27.71,34.62,-1.6984402079722738,2.772963604852685,-1.2478336221837139,-3.9514731369150846,28.36,29.65,28.49,27.71,34.62,20260604,eod_proxy,False
6,688525.SH,佰维存储,20260604,2026-06-04,341.31,8.6975,19509288287.0,0,0,半导体,70.07005404857736,58.10784876194014,67.66705356010064,85.12912359872809,94.59444840421378,86.89655162585314,100.0,0.0,87.6356860525492,4.35344410385745,4.35344410385745,71.39857389866522,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260605,0.0,True,327.0,333.0,311.0,309.11,409.57,-4.192669420761186,-2.434736749582489,-8.880489877237707,-9.43423866865899,327.0,333.0,311.0,309.11,409.57,20260604,eod_proxy,False
7,688545.SH,兴福电子,20260604,2026-06-04,89.86,14.0066,2069591455.0,0,0,元器件,96.5,88.93048507793593,100.0,87.16563798569501,86.41613919486653,95.0788312742558,78.54034798716631,14.395806456748161,87.40003411752633,4.314363120109872,4.314363120109872,89.69578893706587,100.0,81.40104838581296,wp_rule_v2_1,disabled,0,0.0,A级,板块强、个股强、承接好,风险可控,20260605,0.0,True,87.0,90.75,86.16,84.91,107.83,-3.1827286890718898,0.9904295570888122,-4.117516136211885,-5.508568884932119,87.0,90.75,86.16,84.91,107.83,20260604,eod_proxy,False
8,688800.SH,瑞可达,20260604,2026-06-04,135.0,8.0086,1977238188.0,0,0,元器件,96.5,61.441848779387044,99.89859888901086,73.1175484406624,85.76739511754819,97.30323570737038,76.91848779387047,0.0,85.55032801643529,4.019040157558486,4.019040157558486,85.04383811383852,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260605,0.0,True,134.0,138.6,126.11,125.28,162.0,-0.7407407407407418,2.6666666666666616,-6.585185185185183,-7.199999999999996,134.0,138.6,126.11,125.28,162.0,20260604,eod_proxy,False
9,688200.SH,华峰测控,20260604,2026-06-04,441.0,13.0479,2057819183.0,0,0,半导体,70.07005404857736,83.70917022256793,98.60611503299438,82.80819761667719,85.92952053580609,93.52864869066796,78.3376803289808,0.0,85.11658518304299,3.95264474644219,3.95264474644219,83.21973602659578,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260605,0.0,True,433.0,443.0,427.92,420.0,529.2,-1.814058956916098,0.45351473922903285,-2.965986394557818,-4.761904761904767,433.0,443.0,427.92,420.0,529.2,20260604,eod_proxy,False
10,603459.SH,红板科技,20260604,2026-06-04,106.99,9.4863,2374416448.0,0,0,元器件,96.5,66.65277203341816,86.80980229881989,79.00030932693068,86.47084144653323,89.0134174104354,83.42191112832272,8.167209554831691,85.10893012075688,3.9514824399067416,3.9514824399067416,81.93113702727877,100.0,82.95819761129208,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、动量上,风险可控,20260605,0.0,True,104.49,106.25,98.48,98.45,117.69,-2.336666978222268,-0.6916534255537843,-7.95401439386858,-7.982054397607241,104.49,106.25,98.48,98.45,117.69,20260604,eod_proxy,False
