rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
11,300870.SZ,欧陆通,20260427,2026-04-27,391.25,12.6872,3406348826.0,0,0,电气设备,58.85565267427016,84.30534028732211,100.0,80.53959345156574,89.02779522700047,94.42152526619724,89.18061926826566,21.03122855181883,84.86536831909733,3.914671876065149,3.914671876065149,75.15303886732335,100.0,79.74219286204529,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260428,0.0,True,395.0,378.41,373.01,469.5,0.9584664536741228,-3.2817891373801866,-4.661980830670931,395.0,378.41,373.01,469.5,20260427,eod_proxy,False
12,300672.SZ,国科微,20260427,2026-04-27,173.3,9.131,2943710686.0,0,0,半导体,81.512987012987,57.387052216647575,77.5001070721636,73.55758144721769,88.60923604527574,86.97373770442788,84.02309011318934,0.0,84.48627999378145,3.8580322712100807,3.8580322712100807,74.86604920696146,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、动量上,风险可控,20260428,0.0,True,185.68,178.99,170.5,207.96,7.143681477207142,3.283323716099251,-1.6156953260242468,185.68,178.99,170.5,207.96,20260427,eod_proxy,False
13,688361.SH,中科飞测,20260427,2026-04-27,184.57,10.1122,2316896502.0,0,0,半导体,81.512987012987,64.2581285636658,72.40892130667143,88.63322843470655,85.22516997220272,91.17867059144844,75.5629249305068,0.0,82.74111474346496,3.607284846988402,3.607284846988402,76.9449858764102,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、动量上,风险可控,20260428,0.0,True,191.2,185.19,180.33,221.48,3.5921330660454,0.33591591266186605,-2.2972314027198237,191.2,185.19,180.33,221.48,20260427,eod_proxy,False
14,688702.SH,盛科通信-U,20260427,2026-04-27,296.45,9.5933,3044568156.0,0,0,半导体,81.512987012987,69.27345934704995,92.9246534844543,55.51656749239274,89.08535447429898,90.35730939868013,85.21338618574745,56.80480755164778,81.89996235688147,3.492100808729384,3.492100808729384,65.13404741624068,100.0,70.79879811208805,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、量价齐,风险可控,20260428,0.0,True,299.15,286.0,283.0,355.74,0.9107775341541613,-3.525046382189234,-4.537021420138299,299.15,286.0,283.0,355.74,20260427,eod_proxy,False
15,688691.SH,灿芯股份,20260427,2026-04-27,114.0,10.4009,1633216621.0,0,0,半导体,81.512987012987,72.79842207591824,94.64705399933732,88.88704680406629,80.28314329574278,100.0,63.20785823935695,0.0,81.24817973683714,3.4052939876866,3.4052939876866,83.49993143272403,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260428,0.0,True,113.99,105.2,104.52,136.8,-0.008771929824569202,-7.719298245614037,-8.315789473684209,113.99,105.2,104.52,136.8,20260427,eod_proxy,False
16,688777.SH,中控技术,20260427,2026-04-27,74.91,11.1589,2736601140.0,0,0,专用机械,47.3595917307622,78.77724779973236,100.0,89.53063879335186,82.8297327444878,100.0,81.44541382725863,0.0,80.82228090802516,3.3496996964241674,3.3496996964241674,76.13822662294571,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260428,0.0,True,77.66,76.35,74.51,89.89,3.6710719530102853,1.922306768121751,-0.5339741022560296,77.66,76.35,74.51,89.89,20260427,eod_proxy,False
17,301511.SZ,德福科技,20260427,2026-04-27,67.5,12.0146,3960258799.0,0,0,电气设备,58.85565267427016,74.08300990318199,69.57485464661916,71.55471483232924,91.15720872238283,84.19207507564488,94.50415300672155,66.52723995450366,79.99246770407635,3.243887217500516,3.243887217500516,53.9414053280279,100.0,68.36819001137408,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险高,20260428,0.0,True,70.79,67.69,66.3,81.0,4.874074074074075,0.28148148148148255,-1.7777777777777781,70.79,67.69,66.3,81.0,20260427,eod_proxy,False
18,301217.SZ,铜冠铜箔,20260427,2026-04-27,51.31,9.1702,2532018108.0,0,0,元器件,89.27598499570077,48.97881870964214,45.06925444845597,76.78939807830895,85.72068661913973,77.72676111727856,78.70005515225218,11.034605105164022,79.63049452793673,3.198749163695596,3.198749163695596,65.42004631512975,100.0,82.241348723709,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,回落大,20260428,1.0,True,61.57,59.15,52.34,61.57,19.99610212434222,15.279672578444735,2.007405963749753,61.57,59.15,52.34,61.57,20260427,eod_proxy,False
19,688409.SH,富创精密,20260427,2026-04-27,120.42,16.0339,1044130950.0,0,0,半导体,81.512987012987,91.35250931254276,94.46225836451065,94.28184377254965,73.96046078757666,95.72984287259833,47.401151968941655,2.660529696098743,77.9113421354692,2.9925376571045,2.9925376571045,87.13006528055178,100.0,84.33486757597531,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260428,0.0,True,121.89,114.5,113.52,144.5,1.2207274539113078,-4.9161268892210614,-5.7299451918286,121.89,114.5,113.52,144.5,20260427,eod_proxy,False
20,688693.SH,锴威特,20260427,2026-04-27,95.99,14.9994,988239450.0,0,0,半导体,81.512987012987,87.99133800232411,93.46933333433711,84.65542904060955,73.18292517373551,96.09162870950493,45.457312934338766,49.73679417122041,73.21799229724961,2.493090447462142,2.493090447462142,73.29981558544918,100.0,72.5658014571949,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260428,0.0,True,98.33,92.2,91.0,115.19,2.4377539327013364,-3.948327950828201,-5.198458172726317,98.33,92.2,91.0,115.19,20260427,eod_proxy,False
21,301176.SZ,逸豪新材,20260427,2026-04-27,33.68,14.7921,581928836.0,0,0,元器件,89.27598499570077,90.17358982582498,100.0,97.65547977561705,64.93901942304078,100.0,26.745887162004774,0.0,72.63300645863822,2.436835847448382,2.436835847448382,90.58564287503226,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260428,0.0,True,37.75,35.63,32.3,40.42,12.084323040380053,5.789786223277926,-4.097387173396683,37.75,35.63,32.3,40.42,20260427,eod_proxy,False
22,688535.SH,华海诚科,20260427,2026-04-27,129.4,8.2573,846057690.0,0,0,半导体,81.512987012987,50.94993501305202,64.87874798518106,76.29145339999991,70.98752284421562,84.76008453660275,39.96880711053906,0.0,70.43117538258504,2.2359891159002747,2.2359891159002747,69.13303130544702,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,风险可控,20260428,0.0,True,133.2,128.3,127.0,155.28,2.9366306027820643,-0.8500772797527034,-1.8547140649149974,133.2,128.3,127.0,155.28,20260427,eod_proxy,False
23,301629.SZ,矽电股份,20260427,2026-04-27,343.09,8.4013,1578714723.0,0,0,半导体,81.512987012987,42.45086490819004,29.509206529409948,73.1223095488911,79.80345963276018,68.21487860104796,62.00864908190044,54.56820107174211,69.6713390080644,2.170504930473119,2.170504930473119,46.0297242171076,100.0,71.35794973206447,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、新高,回落大、后排,20260428,0.0,True,337.99,311.51,310.51,411.71,-1.48649042525284,-9.2045818881343,-9.496050598968198,337.99,311.51,310.51,411.71,20260427,eod_proxy,False
24,688593.SH,新相微,20260427,2026-04-27,34.26,9.5619,631476627.0,0,0,半导体,81.512987012987,56.57788759150952,71.51891485559693,85.41453298874535,66.85321069612823,90.49817371350422,29.633026740320563,0.0,68.5933976954064,2.0808127778808445,2.0808127778808445,72.65383402705544,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260428,0.0,True,34.18,30.84,30.43,41.11,-0.23350846468184194,-9.982486865148854,-11.17921774664331,34.18,30.84,30.43,41.11,20260427,eod_proxy,False
25,300831.SZ,派瑞股份,20260427,2026-04-27,19.49,12.7894,754563261.0,0,0,半导体,81.512987012987,61.94646247249603,34.51441042004582,93.22596553039597,69.37001011428353,69.11919550049407,35.92502528570881,7.288612634220858,67.98004647608849,2.0314075974531467,2.0314075974531467,64.73679798696672,100.0,83.17784684144479,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、新高,回落大,20260428,0.0,True,19.85,19.16,19.0,23.39,1.8471010774756547,-1.6931759876859798,-2.5141097998973794,19.85,19.16,19.0,23.39,20260427,eod_proxy,False
26,300057.SZ,万顺新材,20260427,2026-04-27,8.99,13.7975,1725094545.0,0,0,铝,19.340440512332993,86.93848500125617,90.17615167774373,86.02195764500131,68.24936710065404,93.05935085320063,65.1416357468151,0.8048411497730683,67.40981901126132,1.9546468858315944,1.9546468858315944,65.450873469345,94.73684210526315,82.69352655466199,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,风险可控,20260428,0.0,True,9.6,9.01,8.76,10.79,6.785317018909898,0.22246941045604984,-2.5583982202447175,9.6,9.01,8.76,10.79,20260427,eod_proxy,False
27,301338.SZ,凯格精机,20260427,2026-04-27,192.97,8.0822,1088344590.0,0,0,专用机械,47.3595917307622,51.77823478978563,70.10287989799258,76.08418102553455,68.75886057208106,83.95787664452885,48.86650521428716,0.0,66.08776545693522,1.8861159363404865,1.8861159363404865,59.85521018826159,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、新高,风险可控,20260428,0.0,True,193.44,182.63,181.6,231.56,0.24356117531223465,-5.35834585686894,-5.8921075814893475,193.44,182.63,181.6,231.56,20260427,eod_proxy,False
28,688020.SH,方邦股份,20260427,2026-04-27,138.72,16.2783,1544251214.0,0,0,元器件,89.27598499570077,71.19744824697261,36.58605629905788,58.42284039533695,72.44024119703269,47.31564650626298,61.228787092682445,67.09187486502827,65.88171601449028,1.8709241433133401,1.8709241433133401,50.57849058855801,100.0,68.22703128374293,wp_rule_v2_1,disabled,0,0.0,D级,板块强、个股强、新高,风险高、回落大,20260428,0.0,True,148.26,141.92,134.8,166.46,6.8771626297577715,2.3068050749711633,-2.8258362168396722,148.26,141.92,134.8,166.46,20260427,eod_proxy,False
29,688378.SH,奥来德,20260427,2026-04-27,43.65,10.4225,629260279.0,0,0,专用机械,47.3595917307622,66.95186900202516,90.92699316468796,88.94724568899494,62.05508644479311,98.26846807528004,29.508798078021908,0.0,64.18203051729978,1.7501045984480161,1.7501045984480161,69.14490001981534,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,43.73,42.5,42.0,52.38,0.1832760595647187,-2.6345933562428425,-3.7800687285223344,43.73,42.5,42.0,52.38,20260427,eod_proxy,False
30,300469.SZ,信息发展,20260427,2026-04-27,53.98,13.5943,807863808.0,0,0,软件服务,30.29867828789853,74.3642089229242,84.71723159467565,57.05375894163605,65.16783420170881,79.22715782511023,38.336642324747565,0.0,63.85976971368389,1.705919793995524,1.705919793995524,60.80761924162574,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、量价齐,风险可控,20260428,0.0,True,54.0,52.5,52.1,64.78,0.03705075954056891,-2.7417562060022216,-3.482771396813622,54.0,52.5,52.1,64.78,20260427,eod_proxy,False
31,603800.SH,洪田股份,20260427,2026-04-27,51.5,8.5353,593193145.0,0,0,专用机械,47.3595917307622,56.2322609212237,85.9810924653505,84.55475068350991,61.2208805752798,95.95675855362528,27.423283404238635,0.36401893740136304,62.278583671240234,1.6238851775550585,1.6238851775550585,64.74655756181458,100.0,84.90899526564966,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,51.8,51.0,50.12,56.65,0.5825242718446644,-0.9708737864077666,-2.6796116504854472,51.8,51.0,50.12,56.65,20260427,eod_proxy,False
32,688719.SH,爱科赛博,20260427,2026-04-27,61.77,12.0036,381654603.0,0,0,电气设备,58.85565267427016,71.93861196473378,89.40771704309115,90.55809597777537,58.09210044671397,96.35277027225422,11.84138231754941,5.940511874567694,62.18059702955051,1.6176356294597973,1.6176356294597973,71.72042238950245,100.0,83.51487203135808,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,风险可控,20260428,0.0,True,62.49,59.91,59.0,74.12,1.1656143759106286,-3.0111704711024867,-4.484377529545092,62.49,59.91,59.0,74.12,20260427,eod_proxy,False
33,300042.SZ,朗科科技,20260427,2026-04-27,50.3,8.4052,1489312018.0,0,0,IT设备,25.344899324842988,40.61784531216878,46.715493335938866,66.97247959835681,70.53724088855748,68.57608818408684,59.94886183022016,7.369107809954112,62.107627411417255,1.5948944379827519,1.5948944379827519,42.4385292980901,94.73684210526315,81.05245988961673,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐,回落大,20260428,0.0,True,53.3,51.94,49.56,60.36,5.964214711729632,3.2604373757455285,-1.47117296222663,53.3,51.94,49.56,60.36,20260427,eod_proxy,False
34,688170.SH,德龙激光,20260427,2026-04-27,63.1,10.8768,667079161.0,0,0,专用机械,47.3595917307622,59.215560789773015,55.58739493063402,85.10077290448507,62.8799480200547,84.70587191353266,31.57095201617588,4.916006339144257,61.396046855881266,1.5684431087315183,1.5684431087315183,57.933610806143264,100.0,83.77099841521394,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,回落大,20260428,0.0,True,62.95,58.97,58.45,75.72,-0.23771790808240212,-6.545166402535663,-7.369255150554677,62.95,58.97,58.45,75.72,20260427,eod_proxy,False
35,301031.SZ,中熔电气,20260427,2026-04-27,161.52,13.0934,1431721178.0,0,0,电气设备,58.85565267427016,59.854358924126565,14.664014832964526,95.49606608430406,67.49886259259503,52.986193294765954,58.55544491587189,49.69590536608801,59.872578222060056,1.477087748251379,1.477087748251379,42.077914690811795,100.0,72.576023658478,wp_rule_v2_1,disabled,0,0.0,D级,动量上、新高、破平台,位置差、高开低走、回落大,20260428,0.0,True,169.67,165.41,157.5,193.82,5.045814759782052,2.408370480435851,-2.4888558692422014,169.67,165.41,157.5,193.82,20260427,eod_proxy,False
36,301391.SZ,卡莱特,20260427,2026-04-27,88.7,14.7477,548566163.0,0,0,IT设备,25.344899324842988,87.31138678542113,100.0,97.02943787282055,54.42020963596578,97.30335582594367,24.65983003858175,0.0,58.926581455971245,1.4112054334623647,1.4112054334623647,69.441449035984,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,风险可控,20260428,0.0,True,88.79,79.7,79.15,106.44,0.10146561443067359,-10.146561443066515,-10.766629086809465,88.79,79.7,79.15,106.44,20260427,eod_proxy,False
37,301222.SZ,浙江恒威,20260427,2026-04-27,47.06,9.1373,336642227.0,0,0,电气设备,58.85565267427016,53.005074155978264,73.25738835631009,79.82435178407059,56.31846112032439,87.2304395102769,7.407284001575469,4.214605067064105,58.16740098774456,1.3810439307263456,1.3810439307263456,62.48159401172495,100.0,83.94634873323398,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,46.6,46.33,44.24,56.47,-0.9774755631109189,-1.5512112197195171,-5.9923501912452215,46.6,46.33,44.24,56.47,20260427,eod_proxy,False
38,300710.SZ,万隆光电,20260427,2026-04-27,31.43,11.4539,323256839.0,0,0,通信设备,38.05634924740153,66.70919533686232,90.11309716708854,82.26547501315395,52.8750177936121,89.03167078461729,5.973707416306123,0.0,56.23724921405683,1.272300521055868,1.272300521055868,64.08245586176122,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,31.97,31.49,30.7,37.72,1.718103722558073,0.19090041361755627,-2.3226216990136828,31.97,31.49,30.7,37.72,20260427,eod_proxy,False
39,300683.SZ,海特生物,20260427,2026-04-27,35.86,9.1961,688728773.0,0,0,生物制药,18.694945444798925,56.62120889086524,93.72783098878351,65.20607231645056,55.29332180873402,90.22273859022567,32.69943947723836,0.0,55.22645378489654,1.2236583787385473,1.2236583787385473,55.070428395942436,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,36.38,35.3,34.68,43.03,1.4500836586726296,-1.5616285554935883,-3.290574456218631,36.38,35.3,34.68,43.03,20260427,eod_proxy,False
40,688721.SH,龙图光罩,20260427,2026-04-27,48.13,11.5929,282515847.0,0,0,半导体,81.512987012987,59.47438755313498,60.91189148274969,92.07015749361852,48.60087192784013,82.111053918062,1.2139384636063515,0.0,54.92386842752171,1.2150439073278017,1.2150439073278017,69.67752692677875,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,D级,板块强、动量上、新高,风险可控,20260428,0.0,True,47.5,45.49,45.22,57.76,-1.3089549137751955,-5.4851444005817545,-6.046125077913988,47.5,45.49,45.22,57.76,20260427,eod_proxy,False
41,300351.SZ,永贵电器,20260427,2026-04-27,22.41,10.177,878793686.0,0,0,运输设备,16.038690223392507,61.9749943695033,76.57502735968691,81.33838190687227,56.5240527066743,87.03568879920333,41.310131766685735,8.954393447379172,55.022774095912304,1.2140814299617113,1.2140814299617113,51.51979067080099,94.73684210526315,80.65613848026047,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,22.57,22.0,21.76,26.89,0.7139669790272141,-1.8295403837572555,-2.9004908522980766,22.57,22.0,21.76,26.89,20260427,eod_proxy,False
42,688350.SH,富淼科技,20260427,2026-04-27,31.32,12.4596,293268793.0,0,0,化工原料,57.993381571768964,64.85999566484855,58.84273279235361,93.42994024814448,51.193843430477735,87.28560249223253,2.533792065195882,4.796934865900287,54.73838581799811,1.2061708171764496,1.2061708171764496,63.008984722212325,100.0,83.80076628352492,wp_rule_v2_1,disabled,0,0.0,D级,动量上、量价齐、新高,回落大,20260428,0.0,True,31.48,30.5,30.06,37.58,0.5108556832694733,-2.61813537675607,-4.0229885057471275,31.48,30.5,30.06,37.58,20260427,eod_proxy,False
43,688114.SH,华大智造,20260427,2026-04-27,53.59,10.9524,492694508.0,0,0,医疗保健,22.827709153703637,66.32234906794392,87.79282275408247,87.56734058469817,52.50692706072242,94.19287024294337,20.8644325427725,0.0,54.666209394686526,1.1974938049913537,1.1974938049913537,59.70453484060279,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,54.37,52.78,52.65,64.31,1.4554954282515187,-1.51147602164583,-1.7540585930210906,54.37,52.78,52.65,64.31,20260427,eod_proxy,False
44,300031.SZ,宝通科技,20260427,2026-04-27,22.7,9.2922,476641249.0,0,0,互联网,28.07923128175161,61.36057213822695,100.0,85.06617345526317,51.11752474664566,98.03631591559076,19.69402647676629,0.0,54.46749673316775,1.1883469191846838,1.1883469191846838,62.28409803505264,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,D级,承接好、动量上、量价齐,风险可控,20260428,0.0,True,23.99,22.97,22.76,27.24,5.682819383259918,1.1894273127753374,0.2643171806167466,23.99,22.97,22.76,27.24,20260427,eod_proxy,False
45,300853.SZ,申昊科技,20260427,2026-04-27,30.25,15.9448,545977659.0,0,0,专用机械,47.3595917307622,82.5472954035576,77.57619146842165,80.22765975053306,51.35759277273398,80.89690585533353,24.49271159914624,37.5496917726866,53.40308112063102,1.1441546598482324,1.1441546598482324,58.17588726572412,100.0,75.61257705682834,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,风险可控,20260428,0.0,True,32.49,31.5,29.94,36.3,7.404958677685958,4.132231404958686,-1.0247933884297455,32.49,31.5,29.94,36.3,20260427,eod_proxy,False
46,300854.SZ,中兰环保,20260427,2026-04-27,33.86,17.0816,368672505.0,0,0,环境保护,22.932514258551816,81.15031107658953,93.373309461615,92.05745213874337,47.79128335881653,88.97739139297921,10.618610378958877,2.09294516243354,52.57964858152131,1.104820318052844,1.104820318052844,63.752500767832494,94.73684210526315,82.37150055149688,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,风险可控,20260428,0.0,True,34.35,31.8,31.09,40.63,1.4471352628470324,-6.083874778499698,-8.180744240992322,34.35,31.8,31.09,40.63,20260427,eod_proxy,False
47,300504.SZ,天邑股份,20260427,2026-04-27,17.47,8.7119,522571007.0,0,0,通信设备,38.05634924740153,40.50526738719445,19.86596970028112,85.49232167238222,62.14406636503156,51.79275998549121,22.944528419855217,51.210371486744144,52.52097630324365,1.102319606739984,1.102319606739984,30.06709949240519,94.73684210526315,70.09214397041923,wp_rule_v2_1,disabled,0,0.0,D级,动量上、新高、破平台,位置差、高开低走、回落大,20260428,0.0,True,18.08,17.32,17.18,20.96,3.491700057240976,-0.8586147681740042,-1.6599885518030821,18.08,17.32,17.18,20.96,20260427,eod_proxy,False
48,688112.SH,鼎阳科技,20260427,2026-04-27,61.68,13.4867,431874020.0,0,0,电器仪表,25.466952206072914,75.88920127345293,82.12654650968041,86.61866868506391,50.791312802552945,88.41000979567474,16.2091473168916,25.847515325386112,51.97511348858309,1.0793206757573128,1.0793206757573128,54.73731508932009,94.73684210526315,76.43285801075874,wp_rule_v2_1,disabled,0,0.0,D级,个股强、承接好、动量上,风险可控,20260428,0.0,True,62.0,60.47,58.8,74.02,0.5188067444876765,-1.9617380025940379,-4.669260700389111,62.0,60.47,58.8,74.02,20260427,eod_proxy,False
