rank,ts_code,name,trade_date,update_time,price,pct_chg,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,risk_penalty_score,p_limitup_t1,wp_score,model_confidence,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date
7,688103.SH,国力电子,20260706,2026-07-06,85.26,16.7785,0,0,元器件,100.0,100.0,91.64586520027919,100.0,100.0,66.91727688600467,78.31373539168243,81.39585758095917,72.37055873463123,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
8,600379.SH,宝光股份,20260706,2026-07-06,16.71,6.9098,0,0,电气设备,100.0,91.95377789038241,83.39207221022787,100.0,100.0,55.3,78.30879343537653,80.77317759595987,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
9,301516.SZ,中远通,20260706,2026-07-06,15.6,7.9585,0,0,电气设备,100.0,100.0,100.0,62.79442215851825,100.0,55.3,78.29579491619326,81.3469619008912,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
10,301509.SZ,金凯生科,20260706,2026-07-06,32.2,6.4111,0,0,化学制药,100.0,88.80994162864515,89.47199012982168,89.30794747405426,100.0,55.3,78.2711201025911,80.10316361742426,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
11,301307.SZ,美利信,20260706,2026-07-06,86.66,6.7373,0,0,通信设备,100.0,81.83723499055039,40.304297060088864,100.0,100.0,21.622590549255747,78.1392118759929,77.35737766519858,92.75316758616825,S级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点，突破近20日平台，属于当日热门题材。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
12,300530.SZ,领湃科技,20260706,2026-07-06,18.44,6.2824,0,0,电气设备,100.0,100.0,87.1656694542186,51.47079387548098,100.0,55.3,78.00312995749285,77.52743550061405,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
13,300145.SZ,南方泵业,20260706,2026-07-06,6.03,8.6486,0,0,机械基件,93.02532667334074,100.0,69.81211142749699,97.74062847554069,100.0,56.925549856893085,77.9842425402253,76.45952106765782,76.86683589773145,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
14,688197.SH,首药控股,20260706,2026-07-06,43.0,14.6667,0,0,化学制药,100.0,100.0,83.96047186046508,100.0,100.0,77.47304620716022,77.91946390431534,76.64049923890761,67.62046254011123,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
15,603855.SH,华荣股份,20260706,2026-07-06,17.63,6.8485,0,0,专用机械,100.0,100.0,88.28146702278636,36.10363384293017,100.0,55.3,77.86544736576764,76.29307522856661,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
16,688799.SH,华纳药厂,20260706,2026-07-06,57.28,8.6701,0,0,化学制药,100.0,100.0,57.718837619336284,100.0,100.0,64.13862927868146,77.76295305112836,74.96721333495196,73.62095015792667,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
17,920478.BJ,峆一药业,20260706,2026-07-06,11.42,7.7358,0,0,化学制药,100.0,93.84318306157371,69.23566221422827,100.0,100.0,68.85386022757288,77.74842945634049,74.69641845860843,71.49909623092553,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
18,688689.SH,银河微电,20260706,2026-07-06,80.75,18.6976,0,0,半导体,100.0,100.0,100.0,100.0,100.0,100.0,77.63330791773446,74.64152542372881,57.483333333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破近20日平台，出现龙虎榜资金线索，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
19,920161.BJ,龙辰科技,20260706,2026-07-06,38.1,11.1435,0,0,元器件,100.0,100.0,71.26220670740173,61.13298174303266,100.0,59.347244094488104,77.58300948532847,74.06610797934107,75.77707349081369,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，出现龙虎榜资金线索，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
20,688091.SH,上海谊众,20260706,2026-07-06,48.11,8.2827,0,0,化学制药,100.0,100.0,53.33533151042699,100.0,100.0,67.67158669011059,77.52691230273633,73.31863471128138,72.03111932278357,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
21,688339.SH,亿华通,20260706,2026-07-06,20.47,6.3377,0,0,汽车配件,91.23306553203274,90.30458747779308,88.05590791891129,48.93757323239507,100.0,55.3,77.5253231033059,72.64722845766259,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
22,003033.SZ,征和工业,20260706,2026-07-06,64.06,6.9628,0,0,汽车配件,91.23306553203274,86.48539718279312,61.13443125505629,99.74397543171628,100.0,55.3,77.42635987872178,71.48805199306133,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
23,301398.SZ,星源卓镁,20260706,2026-07-06,42.0,9.7752,0,0,汽车配件,91.23306553203274,100.0,61.90256115198869,100.0,100.0,72.30580997949416,77.25083533651595,71.20308625318825,69.94571884256096,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
24,300943.SZ,春晖智控,20260706,2026-07-06,50.42,8.8985,0,0,机械基件,93.02532667334074,88.05966114503485,55.47904226505611,100.0,100.0,58.21802886930189,77.18060918303553,70.41448267539434,76.28522034214748,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破近20日平台。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
25,688380.SH,中微半导,20260706,2026-07-06,62.78,8.4096,0,0,半导体,100.0,89.23458087904308,67.49847875834479,65.69254253351421,100.0,62.70441176470587,76.988451646598,70.42615895027134,74.26634803921569,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
26,688372.SH,伟测科技,20260706,2026-07-06,180.88,11.4479,0,0,半导体,100.0,100.0,54.76038496862134,72.42323662550217,100.0,66.76020934689663,76.75637346532669,69.9158298010318,72.44123912722985,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
27,301165.SZ,锐捷网络,20260706,2026-07-06,102.0,7.4929,0,0,通信设备,100.0,98.46716514914799,42.79486299090164,100.0,100.0,72.9663075022732,76.66960966250451,69.22799589280616,69.6484949573104,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点，突破近20日平台，属于当日热门题材。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
28,600520.SH,三佳科技,20260706,2026-07-06,38.35,6.2327,0,0,半导体,100.0,72.14148175286681,70.26039807351833,54.222016307677436,100.0,55.3,76.31494076250733,67.24509944488213,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
29,001309.SZ,德明利,20260706,2026-07-06,935.0,6.0199,0,0,半导体,100.0,77.54693551351005,74.20221258625915,56.77757885865716,100.0,65.93600317208565,75.9810478203258,66.66345923430654,72.81213190589479,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
30,603990.SH,麦迪科技,20260706,2026-07-06,23.0,6.0396,0,0,软件服务,51.002578166961,96.7503261697572,70.93317842249462,79.25234089848746,100.0,56.01052631578949,75.59844769948435,62.216014240559474,77.27859649122806,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
31,688141.SH,杰华特,20260706,2026-07-06,168.26,7.859,0,0,半导体,100.0,98.30700185475919,64.23229221585862,89.00704091025892,100.0,100.0,75.54069285836304,66.22221021150969,57.483333333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
32,688512.SH,慧智微,20260706,2026-07-06,15.58,6.7123,0,0,半导体,100.0,77.30456126871017,57.428847474805664,43.11545751474186,100.0,55.3,75.35747305035268,64.85156115367498,77.59833333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
33,688699.SH,明微电子,20260706,2026-07-06,81.9,9.2146,0,0,半导体,100.0,92.0539615905901,45.766544277424295,77.28022202069151,100.0,73.00004995067914,75.20910902229187,65.113493173297,69.63331085552771,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
34,688629.SH,华丰科技,20260706,2026-07-06,201.26,11.8111,0,0,元器件,100.0,100.0,36.142646825701384,100.0,100.0,88.17416776468261,74.93150405504092,64.66176338025377,62.80495783922616,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
35,300602.SZ,飞荣达,20260706,2026-07-06,49.47,6.5016,0,0,元器件,100.0,80.49562217970444,55.16646145458028,40.61371608540993,100.0,59.26725042535909,74.7552778969579,63.775643477719505,75.81307064192174,C级,所属板块强度靠前，个股涨幅和量价强度较高，量价结构同步，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
36,688176.SH,亚虹医药,20260706,2026-07-06,12.23,8.5182,0,0,化学制药,100.0,100.0,29.490359444844,100.0,100.0,82.32759988420688,74.70953215614495,64.22207253903508,65.43591338544023,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点，突破近20日平台。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
37,603380.SH,易德龙,20260706,2026-07-06,45.92,6.4688,0,0,元器件,100.0,77.60044481491653,48.39518679351896,51.06339880584138,100.0,57.02388059701491,74.63108034107348,63.30290137834045,76.82258706467663,C级,所属板块强度靠前，个股涨幅和量价强度较高，量价结构同步。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
38,688702.SH,盛科通信,20260706,2026-07-06,357.0,10.3077,0,0,半导体,100.0,100.0,39.42353674053947,56.1501098648458,100.0,69.34999609790403,74.62032034207675,64.30756137707425,71.27583508927653,C级,所属板块强度靠前，个股涨幅和量价强度较高，量价结构同步，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
39,301345.SZ,涛涛车业,20260706,2026-07-06,258.02,11.6921,0,0,摩托车,0.0,100.0,100.0,100.0,100.0,55.3,74.53119902714288,56.175,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
40,301201.SZ,诚达药业,20260706,2026-07-06,42.65,12.8307,0,0,生物制药,0.0,100.0,100.0,100.0,100.0,55.3,74.50976186331285,56.14141791044776,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
41,688767.SH,博拓生物,20260706,2026-07-06,41.63,12.5135,0,0,医疗保健,0.0,100.0,100.0,100.0,100.0,57.44899973191496,74.22159111103966,55.63775006702126,76.6312834539716,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
42,300929.SZ,华骐环保,20260706,2026-07-06,13.64,9.4703,0,0,环境保护,0.0,100.0,96.9890131139624,100.0,100.0,55.3,74.20850729029999,55.57280262279248,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
43,920526.BJ,凯华材料,20260706,2026-07-06,28.65,9.8964,0,0,化工原料,100.0,100.0,34.137029469341265,63.56387557772657,100.0,71.66694610053564,73.92982351573566,63.10202802477289,70.2332075880923,C级,所属板块强度靠前，个股涨幅和量价强度较高。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
44,300671.SZ,富满微,20260706,2026-07-06,102.32,8.4473,0,0,半导体,100.0,96.44960142394928,74.85627232918377,37.41040131289622,100.0,100.0,73.54611500911051,62.63769763407883,57.483333333333334,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘位置较好且资金承接较强，量价结构同步，突破阶段高点，突破近20日平台，收盘强于日内均衡价格。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
45,301269.SZ,华大九天,20260706,2026-07-06,117.21,14.0508,0,0,半导体,100.0,100.0,27.70821429189269,75.40858942222631,100.0,73.87481443562841,73.54338745158469,62.42379819169406,69.23966683730055,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
46,688347.SH,华虹宏力,20260706,2026-07-06,309.68,8.6596,0,0,半导体,100.0,90.20960266058836,39.64487375476331,38.169602271835934,100.0,58.336285174862894,73.42015962135099,62.00012167121969,76.23200500464503,C级,所属板块强度靠前，个股涨幅和量价强度较高，收盘强于日内均衡价格。,冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
47,300821.SZ,东岳硅材,20260706,2026-07-06,22.02,12.9231,0,0,化工原料,100.0,100.0,24.657738179397796,95.98490984060624,100.0,83.98399801833038,73.16640648673211,61.780402751721226,64.69053422508466,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
48,300363.SZ,博腾股份,20260706,2026-07-06,17.97,6.3314,0,0,化学制药,100.0,82.81927843336632,33.163378930056496,92.41134499353475,100.0,78.97540444837065,73.03110067439674,60.76101196547018,66.94440133156654,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点，突破近20日平台。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
49,000601.SZ,韶能股份,20260706,2026-07-06,7.19,8.9394,0,0,水力发电,0.0,100.0,100.0,87.02160248505936,100.0,55.3,72.81962890103796,53.732715804061485,77.59833333333334,C级,个股涨幅和量价强度较高，收盘位置较好且资金承接较强，短线动量保持向上，量价结构同步，收盘强于日内均衡价格。,历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
50,301489.SZ,思泉新材,20260706,2026-07-06,176.57,6.2139,0,0,元器件,100.0,81.03766320724229,32.90600960009694,75.34755984904203,100.0,71.11466204320388,72.47156889774482,60.01698378648438,70.48173541389158,C级,所属板块强度靠前，个股涨幅和量价强度较高，短线动量保持向上，突破阶段高点。,综合风险偏高，冲高回落幅度偏大，历史校准对概率有负向修正。,20260707,0,,,,,,,,,,,,20260706
