rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
11,688072.SH,拓荆科技,20260525,2026-05-25,721.0,16.8595,9722979421.0,0,0,半导体,90.6025641025641,92.97106295664442,83.12145761978316,67.16232191008464,95.0,76.7439430693394,100.0,94.71248243742131,85.52694056870212,4.015433013791996,4.015433013791996,63.42313522900706,100.0,61.32187939064467,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险高,20260526,0.0,True,779.0,750.0,696.0,865.2,8.044382801664351,4.022191400832176,-3.4674063800277377,779.0,750.0,696.0,865.2,20260525,eod_proxy,False
12,300672.SZ,国科微,20260525,2026-05-25,333.2,12.2906,6146748510.0,0,0,半导体,90.6025641025641,80.21531480172078,85.44192840766006,54.7013657856143,94.97890370592289,81.28675590978366,99.94725926480722,100.0,83.99183710135831,3.7853387606423405,3.7853387606423405,58.35534835737434,100.0,60.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险高,20260526,0.0,True,334.98,331.92,316.66,399.84,0.5342136854741941,-0.3841536614645813,-4.963985594237686,334.98,331.92,316.66,399.84,20260525,eod_proxy,False
13,688469.SH,芯联集成-U,20260525,2026-05-25,8.25,8.2677,2527483704.0,0,0,半导体,90.6025641025641,62.96319606330776,97.9116262658776,81.25677930746765,83.85200428936334,99.87524373870866,72.13001072340833,0.0,83.8989632164714,3.77183190895656,3.77183190895656,84.00853404639021,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、动量上,风险可控,20260526,0.0,True,8.43,8.3,8.02,9.9,2.1818181818181737,0.60606060606061,-2.7878787878787947,8.43,8.3,8.02,9.9,20260525,eod_proxy,False
14,300184.SZ,力源信息,20260525,2026-05-25,16.47,12.1935,3130275320.0,0,0,元器件,93.13161874215413,70.33970078906844,61.289428615727005,93.10932326206958,85.45243850079568,85.97380503026318,78.82521189623837,0.0,83.7978558418145,3.7571802911242376,3.7571802911242376,79.93716297085844,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、动量上,风险可控,20260526,0.0,True,16.21,15.76,15.42,19.76,-1.5786278081359906,-4.310868245294475,-6.375227686703089,16.21,15.76,15.42,19.76,20260525,eod_proxy,False
15,688372.SH,伟测科技,20260525,2026-05-25,181.5,10.2874,2246923378.0,0,0,半导体,90.6025641025641,72.35096042575057,98.18303559668792,89.20058254229635,82.37882057025281,100.0,68.44705142563203,0.0,83.78409142951676,3.755189904387488,3.755189904387488,87.06305676779937,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260526,0.0,True,183.03,176.55,173.07,217.8,0.8429752066115626,-2.7272727272727226,-4.644628099173554,183.03,176.55,173.07,217.8,20260525,eod_proxy,False
16,300502.SZ,新易盛,20260525,2026-05-25,659.01,8.6095,30125178942.0,0,0,通信设备,35.95809460183124,68.47287863157642,100.0,83.03888677469031,90.64215478329447,99.48046930045867,100.0,0.0,84.5238410460856,3.7439414209927904,3.7439414209927904,70.24777565926489,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260526,0.0,True,703.58,700.0,655.0,790.81,6.763175065628757,6.219935964552881,-0.6084884903112209,703.58,700.0,655.0,790.81,20260525,eod_proxy,False
17,688629.SH,华丰科技,20260525,2026-05-25,153.92,9.1399,4804763185.0,0,0,元器件,93.13161874215413,51.332474957368355,38.16843702294366,86.67937168629896,90.81728008138201,69.65293602103414,92.23731584770417,13.84472673455737,83.42532267519466,3.70366659376747,3.70366659376747,66.17742206075752,100.0,81.53881831636066,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、新高,回落大,20260526,0.0,True,154.99,146.85,144.18,184.7,0.6951663201663294,-4.5932952182952125,-6.327962577962564,154.99,146.85,144.18,184.7,20260525,eod_proxy,False
18,300623.SZ,捷捷微电,20260525,2026-05-25,36.73,9.153,3290299633.0,0,0,半导体,90.6025641025641,54.11342454797597,57.12500432182544,86.07684228122119,87.15432456364967,82.46263784699318,80.38581140912416,0.6223795262727698,83.03546117277382,3.648448800643743,3.648448800643743,73.42477992739687,100.0,84.84440511843181,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,回落大,20260526,0.0,True,36.3,35.25,34.58,44.08,-1.1707051456575024,-4.029403757146744,-5.853525728287501,36.3,35.25,34.58,44.08,20260525,eod_proxy,False
19,688403.SH,汇成股份,20260525,2026-05-25,21.89,10.8354,2285497736.0,0,0,半导体,90.6025641025641,64.38616223689517,73.78183275424702,86.76316490563941,82.5919426253883,87.39365092076048,68.97985656347075,0.0,81.61602072976677,3.454025270559203,3.454025270559203,79.33886963998322,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、动量上,风险可控,20260526,0.0,True,22.88,21.6,20.84,26.27,4.522613065326619,-1.3248058474189084,-4.796710826861583,22.88,21.6,20.84,26.27,20260525,eod_proxy,False
20,300236.SZ,上海新阳,20260525,2026-05-25,109.67,10.9459,2817146554.0,0,0,半导体,90.6025641025641,63.20545718114742,55.74643168332891,90.53101232242705,85.21047522695113,83.27792660429863,75.52618806737784,12.896733115710722,81.44091715954985,3.4307443931364987,3.4307443931364987,72.64528166894692,100.0,81.77581672107232,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,回落大,20260526,0.0,True,109.56,105.33,102.0,131.03,-0.10030090270812808,-3.9573265250296363,-6.993708397921039,109.56,105.33,102.0,131.03,20260525,eod_proxy,False
21,688249.SH,晶合集成,20260525,2026-05-25,42.91,10.0256,3153650652.0,0,0,半导体,90.6025641025641,53.80047204000762,56.75814873449105,77.83364012946758,84.78990042313754,79.3479125961695,79.05808439117716,4.2667033618648125,80.69660754587791,3.333463132320295,3.333463132320295,71.14559083227213,100.0,83.9333241595338,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,回落大,20260526,0.0,True,42.8,41.62,40.42,51.49,-0.2563505010487077,-3.0062922395711955,-5.802843160102533,42.8,41.62,40.42,51.49,20260525,eod_proxy,False
22,688261.SH,东微半导,20260525,2026-05-25,91.25,15.8142,1300230487.0,0,0,半导体,90.6025641025641,90.89668093133088,100.0,97.2800953997898,75.52988720025431,97.5394304393321,51.32471800063576,4.413455815890413,80.15878462765812,3.2648327776328037,3.2648327776328037,90.95954529160036,100.0,83.8966360460274,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260526,0.0,True,90.2,88.5,85.18,109.5,-1.1506849315068512,-3.013698630136985,-6.652054794520545,90.2,88.5,85.18,109.5,20260525,eod_proxy,False
23,688027.SH,国盾量子,20260525,2026-05-25,641.08,8.2156,4229371451.0000005,0,0,通信设备,35.95809460183124,65.78267424680718,98.81231737547058,80.18583969368564,85.940044800572,98.99133032906366,88.24472504319381,0.0,80.72534597536766,3.2445366951170396,3.2445366951170396,68.55771538322423,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260526,0.0,True,634.0,617.17,606.6,769.3,-1.1043863480376892,-3.7296437262120286,-5.378423909652463,634.0,617.17,606.6,769.3,20260525,eod_proxy,False
24,688352.SH,颀中科技,20260525,2026-05-25,17.35,15.6667,943249349.0,0,0,半导体,90.6025641025641,92.87781272489816,100.0,96.00181527237032,71.51125089959264,100.0,41.27812724898158,1.0337784760408568,77.6258009527688,2.9595582141416483,2.9595582141416483,91.89308441017985,100.0,84.74155538098978,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260526,0.0,True,19.63,18.99,17.22,20.82,13.141210374639755,9.452449567723331,-0.7492795389049123,19.63,18.99,17.22,20.82,20260525,eod_proxy,False
25,688172.SH,燕东微,20260525,2026-05-25,60.74,11.47,1724084342.0,0,0,半导体,90.6025641025641,66.29387776557198,67.72855240702998,87.19718456095544,78.22925188078325,86.22656369860253,60.15646303529145,8.863929142516504,77.5418579256612,2.9499301618335956,2.9499301618335956,75.93793869704311,100.0,82.78401771437088,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,回落大,20260526,0.0,True,66.66,63.78,58.0,72.89,9.746460322686845,5.0049390846229835,-4.511030622324663,66.66,63.78,58.0,72.89,20260525,eod_proxy,False
26,300593.SZ,新雷能,20260525,2026-05-25,39.0,17.0468,3442206434.0,0,0,电气设备,48.39148246192074,78.72817462778414,51.02708235355885,87.52399052017635,82.41662657712003,70.90998954943204,81.79855597518156,0.19739696312366847,77.16017364778033,2.9065336369379375,2.9065336369379375,64.89511681265435,100.0,84.95065075921909,wp_rule_v2_1,disabled,0,0.0,C级,个股强、动量上、量价齐,风险可控,20260526,0.0,True,40.5,40.43,37.2,46.8,3.8461538461538547,3.6666666666666625,-4.61538461538461,40.5,40.43,37.2,46.8,20260525,eod_proxy,False
27,300814.SZ,中富电路,20260525,2026-05-25,148.14,12.946,1420172951.0,0,0,元器件,93.13161874215413,74.86308186690826,75.16699654432449,90.27937900081429,75.55700810525389,88.01489071751786,54.086635907383865,10.595016511558066,76.89719102872714,2.8769941961140257,2.8769941961140257,80.0242845168314,100.0,82.35124587211048,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260526,0.0,True,151.0,145.59,140.18,177.77,1.930606183340089,-1.7213446739570593,-5.3732955312542074,151.0,145.59,140.18,177.77,20260525,eod_proxy,False
28,301269.SZ,华大九天,20260525,2026-05-25,125.04,15.0428,6251195544.0,0,0,半导体,90.6025641025641,77.43709572353274,47.090215934117225,80.77667921722782,80.41074919780499,59.65238811792669,100.0,25.741362622957332,76.87475682050433,2.874487808711016,2.874487808711016,68.62410794013613,100.0,78.56465934426066,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、动量上,回落大,20260526,0.0,True,137.56,135.0,126.0,150.05,10.012795905310302,7.965451055662176,0.7677543186180413,137.56,135.0,126.0,150.05,20260525,eod_proxy,False
29,301563.SZ,云汉芯城,20260525,2026-05-25,199.62,16.6686,1186323894.0,0,0,元器件,93.13161874215413,85.80568759974756,70.14339395134206,97.02786940453345,73.30433998662514,91.28131840135525,48.454965610811996,0.0,76.81809994224814,2.8681674363669103,2.8681674363669103,85.01687317203516,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260526,0.0,True,205.0,199.4,190.3,239.54,2.695120729385825,-0.11020939785592043,-4.668870854623785,205.0,199.4,190.3,239.54,20260525,eod_proxy,False
30,688691.SH,灿芯股份,20260525,2026-05-25,133.0,8.3945,2172358278.0,0,0,半导体,90.6025641025641,45.49482623894997,38.29677271091748,83.47192067852282,81.95627398394086,77.81768793640742,67.39068495985214,8.713399085766678,76.71014711605318,2.8561620418198888,2.8561620418198888,64.46918442431529,100.0,82.82165022855833,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,回落大,20260526,0.0,True,131.98,125.26,121.6,159.6,-0.7669172932330937,-5.819548872180446,-8.571428571428575,131.98,125.26,121.6,159.6,20260525,eod_proxy,False
31,300322.SZ,硕贝德,20260525,2026-05-25,33.42,8.8245,1855921741.0,0,0,元器件,93.13161874215413,47.72504300294945,65.14288538787827,62.020481274450425,78.5741786593961,73.49170904563238,62.46289562607274,0.0,76.19193753056493,2.79920797454011,2.79920797454011,70.63337489662553,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、量价齐,风险可控,20260526,0.0,True,33.78,33.75,32.31,40.1,1.077199281867136,0.9874326750448859,-3.321364452423692,33.78,33.75,32.31,40.1,20260525,eod_proxy,False
32,301095.SZ,广立微,20260525,2026-05-25,112.22,8.9726,1864292222.0,0,0,半导体,90.6025641025641,47.49985666873382,54.97414544010011,64.5824968950739,80.04150030577966,74.61215503681919,62.60375076444915,9.376237405097196,75.79890339603318,2.756748411384393,2.756748411384393,65.89951060662473,100.0,82.6559406487257,wp_rule_v2_1,disabled,0,0.0,C级,板块强、量价齐、热题材,回落大,20260526,0.0,True,114.44,104.39,100.53,134.66,1.9782569951880324,-6.977365888433429,-10.417037961147745,114.44,104.39,100.53,134.66,20260525,eod_proxy,False
33,301389.SZ,隆扬电子,20260525,2026-05-25,84.6,9.1331,1209996084.0,0,0,元器件,93.13161874215413,61.79377280105143,84.74377385404641,84.42280815316101,73.55171578774821,91.81727144502354,49.073405113619664,0.0,75.70370091944189,2.7465581882277736,2.7465581882277736,80.72499956006047,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260526,0.0,True,84.03,82.42,78.55,101.52,-0.6737588652482196,-2.5768321513002235,-7.151300236406621,84.03,82.42,78.55,101.52,20260525,eod_proxy,False
34,300398.SZ,飞凯材料,20260525,2026-05-25,41.34,8.8468,3105727263.0,0,0,化工原料,39.807683420768136,62.70859213227423,98.21517032093884,81.0201550992011,78.95296382191998,96.82550531641176,78.5787768074259,0.0,75.69739695976982,2.745884722569307,2.745884722569307,68.10107428141946,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260526,0.0,True,43.1,40.15,39.1,49.61,4.257377842283505,-2.8785679729076086,-5.418480890179012,43.1,40.15,39.1,49.61,20260525,eod_proxy,False
35,688411.SH,海博思创,20260525,2026-05-25,272.91,8.2289,3010756221.0,0,0,电气设备,48.39148246192074,52.70885946581115,65.01976564704145,76.95913249564924,81.86488079099983,85.05165316897836,77.60667048917811,0.0,75.55549557016522,2.7307674837899776,2.7307674837899776,60.83359672155113,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260526,0.0,True,288.88,283.93,268.0,327.49,5.851745996848767,4.0379612326407965,-1.799127917628529,288.88,283.93,268.0,327.49,20260525,eod_proxy,False
36,688484.SH,南芯科技,20260525,2026-05-25,49.29,8.7359,1046637170.0,0,0,半导体,90.6025641025641,58.77475965349222,85.22822794549016,82.29813068244852,72.81346315572505,95.53742264401838,44.53365788931262,0.0,74.73186478378511,2.6446080234528915,2.6446080234528915,79.2081352492586,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260526,0.0,True,49.8,47.09,45.68,59.15,1.0346926354229957,-4.463379995942374,-7.324000811523634,49.8,47.09,45.68,59.15,20260525,eod_proxy,False
37,688122.SH,西部超导,20260525,2026-05-25,73.29,14.8206,2975076513.0,0,0,小金属,24.942629959242712,87.5066110878003,98.64672722939109,86.95900482952666,76.57625879000224,91.61414273602826,77.23351372075085,0.0,74.61028736430819,2.5730187551222996,2.5730187551222996,70.0230207043554,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260526,0.0,True,72.0,69.74,68.87,87.95,-1.7601309864920256,-4.843771319416035,-6.030836403329243,72.0,69.74,68.87,87.95,20260525,eod_proxy,False
38,300395.SZ,菲利华,20260525,2026-05-25,151.46,8.0699,7735915495.0,0,0,玻璃,21.78109282703072,57.899994925513504,75.91324654365164,84.0682882371466,81.67093975481501,87.37885248165628,100.0,0.0,74.31011022181957,2.5437949135717335,2.5437949135717335,57.13484131149689,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260526,0.0,True,151.65,148.29,144.09,181.75,0.12544566222105757,-2.0929618381090864,-4.865971213521725,151.65,148.29,144.09,181.75,20260525,eod_proxy,False
39,688206.SH,概伦电子,20260525,2026-05-25,45.15,13.1863,1460516757.0,0,0,半导体,90.6025641025641,71.6569511927257,60.07013376269628,88.61483179544585,74.01800232574183,77.16072985429906,54.963431276285405,17.94606873089705,73.63575257909909,2.534036479943027,2.534036479943027,72.74383650359938,100.0,80.51348281727574,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、动量上,回落大,20260526,0.0,True,47.55,45.04,42.02,54.18,5.31561461794019,-0.24363233665558592,-6.932447397563668,47.55,45.04,42.02,54.18,20260525,eod_proxy,False
40,688401.SH,路维光电,20260525,2026-05-25,83.42,12.4865,854368921.0,0,0,半导体,90.6025641025641,71.4429520023264,76.33053401285449,89.8915408377411,69.77213366989875,88.8264835074693,38.180334174746896,0.0,73.05508526694688,2.4772987305181458,2.4772987305181458,80.71530566005917,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260526,0.0,True,84.0,80.39,76.3,100.1,0.6952769120114999,-3.632222488611847,-8.535123471589557,84.0,80.39,76.3,100.1,20260525,eod_proxy,False
41,688052.SH,纳芯微,20260525,2026-05-25,260.0,9.9319,1264779729.0,0,0,半导体,90.6025641025641,54.79040189873016,63.65376476424054,84.69265357864455,73.0171110192894,84.74311292685361,50.45944421489019,11.677790563866502,72.32131985054338,2.4073701335663227,2.4073701335663227,70.69780712346933,100.0,82.08055235903338,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,风险可控,20260526,0.0,True,260.0,252.12,247.11,312.0,0.0,-3.0307692307692258,-4.957692307692307,260.0,252.12,247.11,312.0,20260525,eod_proxy,False
42,300976.SZ,达瑞电子,20260525,2026-05-25,89.39,11.6259,656555769.0,0,0,元器件,93.13161874215413,76.28506191438927,100.0,89.34691107887011,65.89716225200338,100.0,29.937021274257607,8.034398831737793,71.7859811943213,2.357570236274029,2.357570236274029,85.52655872639644,100.0,82.99140029206555,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260526,0.0,True,91.78,91.5,86.04,107.27,2.673677145094522,2.3604430025729872,-3.747622776596926,91.78,91.5,86.04,107.27,20260525,eod_proxy,False
43,688720.SH,艾森股份,20260525,2026-05-25,105.28,12.7557,1090935982.0,0,0,半导体,90.6025641025641,59.06351025087049,44.188231588274924,81.81441821005362,73.3324815324991,74.01129728254321,45.831203831247755,7.309841812171369,71.78436332169379,2.3574212678762865,2.3574212678762865,68.17208749648142,100.0,83.17253954695715,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,回落大,20260526,0.0,True,113.88,110.26,106.21,126.34,8.168693009118533,4.7302431610942275,0.8833586626139756,113.88,110.26,106.21,126.34,20260525,eod_proxy,False
44,301338.SZ,凯格精机,20260525,2026-05-25,222.0,9.7923,1249623293.0,0,0,专用机械,64.71131276836724,70.05160131914855,100.0,87.02857307146775,68.93746286557106,100.0,50.08208329200613,0.0,71.51309333210008,2.3325730872756276,2.3325730872756276,77.52289775400118,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260526,0.0,True,219.8,209.4,204.66,266.4,-0.9909909909909809,-5.675675675675674,-7.810810810810809,219.8,209.4,204.66,266.4,20260525,eod_proxy,False
45,301566.SZ,达利凯普,20260525,2026-05-25,33.97,8.1158,1355970563.0,0,0,元器件,93.13161874215413,44.41116579710065,49.6725670926449,77.8657906877301,74.97779794950469,68.8199172186426,52.638610518010886,19.517890262472285,71.33126035949965,2.316060594821136,2.316060594821136,62.82267264948793,100.0,80.12052743438193,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,后排,20260526,0.0,True,34.49,33.77,32.26,40.76,1.5307624374448103,-0.5887547836326057,-5.033853400058874,34.49,33.77,32.26,40.76,20260525,eod_proxy,False
46,688170.SH,德龙激光,20260525,2026-05-25,90.27,14.7014,1305729317.0,0,0,专用机械,64.71131276836724,86.42556604031986,86.485486019939,88.84736198641662,69.48735551689958,88.92206148330594,51.45681492032743,15.369339557220904,71.06738560576059,2.292300587692235,2.292300587692235,74.75412247976963,100.0,81.15766511069478,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260526,0.0,True,91.0,87.43,83.74,108.32,0.8086850559432923,-3.14611720394371,-7.233853993574835,91.0,87.43,83.74,108.32,20260525,eod_proxy,False
47,688662.SH,富信科技,20260525,2026-05-25,97.75,13.6496,1020526493.0,0,0,元器件,93.13161874215413,67.28253224849071,44.52217339768363,94.97929988756253,71.41950478380164,76.91262608496466,43.74287760375327,16.31042513895989,71.01539100394623,2.287647001692648,2.287647001692648,70.07245885095031,100.0,80.92239371526003,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,回落大,20260526,0.0,True,100.99,96.51,93.8,117.3,3.3145780051150764,-1.2685421994884871,-4.04092071611254,100.99,96.51,93.8,117.3,20260525,eod_proxy,False
48,688368.SH,晶丰明源,20260525,2026-05-25,232.7,13.4734,1193401708.0,0,0,半导体,90.6025641025641,67.53161087973174,47.25811901004159,84.86397207964355,73.78979671916672,72.96441947088556,48.64115846458348,37.49003595211429,70.74977308884887,2.264017434666695,2.264017434666695,63.656384618107225,100.0,75.62749101197143,wp_rule_v2_1,disabled,0,0.0,C级,板块强、动量上、量价齐,回落大,20260526,0.0,True,229.85,220.0,209.98,279.24,-1.2247529007305524,-5.45767082079931,-9.763644177052,229.85,220.0,209.98,279.24,20260525,eod_proxy,False
