rank,ts_code,name,trade_date,update_time,price,pct_chg,amount,pre_day_limitup,today_limitup,sector_name,sector_strength_score,stock_strength_score,acceptance_score,momentum_score,capital_score,pattern_score,liquidity_score,risk_penalty_score,ranking_score,p_limitup_t1_raw,p_limitup_t1,wp_score,feature_coverage,model_confidence,model_version,calibration_method,calibration_sample_count,self_learning_adjustment,signal_level,core_reason,risk_reason,next_trade_date,label_t1_limitup,label_available,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
13,300398.SZ,飞凯材料,20260609,2026-06-09,44.34,11.5472,3666624160.8199997,0,0,化工原料,64.76208202801025,70.90427755097096,70.5244700398802,90.92371359481113,85.93485563851931,88.67753192246887,93.5550382000828,0.0,82.16819540403701,3.5284412560120946,3.5284412560120946,73.37932152357834,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260610,0.0,True,45.88,44.8,42.19,53.21,3.47316193053675,1.0374379792512212,-4.848894903022116,45.88,44.8,42.19,53.21,20260609,eod_proxy,False
14,300390.SZ,天华新能,20260609,2026-06-09,87.8,9.8186,6367835254.04,0,0,电气设备,46.36197770013538,58.77056735503399,72.48073778994934,62.605724994775414,91.0400903288062,82.01104618835404,100.0,0.0,82.49681819473379,3.468880289409592,3.468880289409592,62.562516548564844,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、量价齐、均价上,风险可控,20260610,0.0,True,91.28,87.6,85.79,105.36,3.9635535307517067,-0.2277904328018221,-2.2892938496583026,91.28,87.6,85.79,105.36,20260609,eod_proxy,False
15,300316.SZ,晶盛机电,20260609,2026-06-09,53.15,16.1495,2502421311.62,0,0,专用机械,50.844972385664,91.85015952447787,100.0,86.93988086010076,82.05627665239774,97.74224192821256,81.00159524477868,0.0,81.44022149002215,3.4306522029720137,3.4306522029720137,80.00275944447915,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260610,0.0,True,51.25,49.26,48.11,63.78,-3.5747883349012244,-7.318908748824082,-9.482596425211664,51.25,49.26,48.11,63.78,20260609,eod_proxy,False
16,002851.SZ,麦格米特,20260609,2026-06-09,161.79,8.5839,6823731742.940001,0,0,电气设备,46.36197770013538,57.903644016136155,75.41029199893484,85.54925474082911,88.20675699547287,83.67974621305346,100.0,0.0,81.25257525627435,3.3097991858522873,3.3097991858522873,65.02615119814449,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260610,0.0,True,153.0,145.61,145.61,177.97,-5.4329686630817715,-10.00061808517212,-10.00061808517212,153.0,145.61,145.61,177.97,20260609,eod_proxy,False
17,301511.SZ,德福科技,20260609,2026-06-09,136.8,11.1472,5218309637.13,0,0,电气设备,46.36197770013538,67.60570402060765,69.00035487603358,89.41167968765005,88.4184850165867,81.33632014865336,100.0,8.574350234341734,81.18784007451173,3.3017182394134723,3.3017182394134723,64.31633520967014,94.73684210526315,80.75114928351982,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、新高,风险可控,20260610,0.0,True,140.55,137.1,129.59,164.16,2.7412280701754277,0.21929824561401912,-5.270467836257319,140.55,137.1,129.59,164.16,20260609,eod_proxy,False
18,300475.SZ,香农芯创,20260609,2026-06-09,173.3,8.9047,5554533798.7,0,0,元器件,90.0,56.04587056320624,78.06118337619438,30.37398300161354,84.05876644339966,72.3805148311569,100.0,0.0,80.34693801100964,3.2886859174758145,3.2886859174758145,71.6860050020996,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、热题材,风险可控,20260610,0.0,True,183.0,178.19,169.43,207.96,5.597230236583961,2.821696480092317,-2.233121754183498,183.0,178.19,169.43,207.96,20260609,eod_proxy,False
19,300236.SZ,上海新阳,20260609,2026-06-09,95.8,9.0743,1539606266.97,0,0,半导体,89.34217788999176,63.27748964997173,97.47643344277498,56.75217829154977,80.19310852623241,96.42874353928386,65.0397923265582,0.0,80.32515946639904,3.285916350877595,3.285916350877595,80.63327832678786,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、量价齐,风险可控,20260610,0.0,True,98.5,96.43,93.88,114.96,2.8183716075156573,0.6576200417536704,-2.004175365344474,98.5,96.43,93.88,114.96,20260609,eod_proxy,False
20,688432.SH,有研硅,20260609,2026-06-09,22.7,15.4042,1238967425.0,0,0,半导体,89.34217788999176,86.77545993826844,79.76057213973131,96.9967282610306,77.33747979059953,90.59230478628854,57.90072048747598,1.3994978325991383,79.95477416317124,3.2391582650056927,3.2391582650056927,86.06179436583855,100.0,84.65012554185022,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260610,0.0,True,24.94,23.87,22.37,27.24,9.867841409691636,5.154185022026447,-1.4537444933920618,24.94,23.87,22.37,27.24,20260609,eod_proxy,False
21,301526.SZ,国际复材,20260609,2026-06-09,25.36,15.3776,5744456395.4,0,0,玻璃,25.40799429830567,97.5,99.22519065676782,98.37610971491239,82.74195603290178,98.91740647660826,100.0,6.298591549295771,79.91700885267119,3.1468866834291953,3.1468866834291953,73.32546543213314,94.73684210526315,81.32008895478131,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260610,0.0,True,25.89,25.21,24.55,30.43,2.0899053627760233,-0.5914826498422676,-3.1940063091482562,25.89,25.21,24.55,30.43,20260609,eod_proxy,False
22,688627.SH,精智达,20260609,2026-06-09,408.68,8.9523,2993969690.0,0,0,专用机械,50.844972385664,58.50507361573968,81.48450782134425,75.36057240812221,84.41363522428645,89.58651930313907,86.89499167450046,0.0,79.07956718069074,3.1312121479903614,3.1312121479903614,66.6334084123008,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,承接好、动量上、量价齐,风险可控,20260610,0.0,True,419.0,403.0,391.58,490.42,2.5252030928843983,-1.3898404619751448,-4.184202799256143,419.0,403.0,391.58,490.42,20260609,eod_proxy,False
23,300476.SZ,胜宏科技,20260609,2026-06-09,342.55,8.8151,16667084786.2,0,0,元器件,90.0,54.66729273014154,76.85524731482226,28.060939339576905,82.52727280201441,71.32683049002495,100.0,0.0,78.96800157665814,3.1177045371592373,3.1177045371592373,70.6630353841602,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、承接好、热题材,风险可控,20260610,0.0,True,340.0,330.26,325.42,411.06,-0.7444168734491385,-3.5877974018391545,-5.0007298204641675,340.0,330.26,325.42,411.06,20260609,eod_proxy,False
24,300975.SZ,商络电子,20260609,2026-06-09,45.47,9.3029,5834128552.179999,0,0,元器件,90.0,50.47807687412498,30.919077592822653,58.465250856241596,95.0,66.41002608940572,100.0,100.0,78.34110833815707,3.042847154406667,3.042847154406667,39.470361127190216,100.0,60.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、量价齐、破平台,风险高、回落大,20260610,0.0,True,43.19,39.78,39.2,54.56,-5.014295139652525,-12.513745326588953,-13.78931163404442,43.19,39.78,39.2,54.56,20260609,eod_proxy,False
25,002245.SZ,蔚蓝锂芯,20260609,2026-06-09,21.59,8.4925,2896595086.6200004,0,0,电气设备,46.36197770013538,57.10711782156868,85.60175705060293,60.762708216727674,85.36347323327225,85.73631781314091,85.80845726116509,0.0,79.01597872665369,3.041390046092122,3.041390046092122,64.2051582112104,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、量价齐、均价上,风险可控,20260610,0.0,True,21.64,20.97,20.45,23.75,0.23158869847150765,-2.8716998610467837,-5.28022232515053,21.64,20.97,20.45,23.75,20260609,eod_proxy,False
26,688388.SH,嘉元科技,20260609,2026-06-09,48.96,12.6812,2147345026.0,0,0,电气设备,46.36197770013538,77.23137635550097,96.88688979827762,79.19734103417645,81.42926552889038,89.9886951818487,75.97293800021046,0.0,78.94725910241442,3.0334861293109743,3.0334861293109743,73.1559107739705,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,个股强、承接好、动量上,风险可控,20260610,0.0,True,52.1,50.8,48.23,58.75,6.413398692810457,3.7581699346405095,-1.4910130718954306,52.1,50.8,48.23,58.75,20260609,eod_proxy,False
27,688234.SH,天岳先进,20260609,2026-06-09,137.06,12.6212,2240910893.0,0,0,半导体,89.34217788999176,74.62845410884847,92.64165339495798,51.86545817136814,77.07426760893159,80.57198293036373,77.37448118036892,0.0,78.22518811557693,3.02919711686806,3.02919711686806,80.91066929774941,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,B级,板块强、个股强、承接好,风险可控,20260610,0.0,True,133.0,125.1,122.45,164.47,-2.962206332992856,-8.726105355318847,-10.65956515394717,133.0,125.1,122.45,164.47,20260609,eod_proxy,False
28,688233.SH,神工股份,20260609,2026-06-09,93.06,13.7931,1009473038.0,0,0,半导体,89.34217788999176,78.51755254230117,93.04104507037664,81.24851742674876,74.64482408593068,93.46610981806238,51.16908122580385,0.0,77.84224390779724,2.984524429117415,2.984524429117415,85.30289015881921,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260610,0.0,True,95.63,90.41,88.6,111.67,2.7616591446378624,-2.8476251880507286,-4.792606920266507,95.63,90.41,88.6,111.67,20260609,eod_proxy,False
29,301099.SZ,雅创电子,20260609,2026-06-09,78.55,8.4645,1349957727.66,0,0,元器件,90.0,52.048455185945684,73.77625446361526,72.0926226324983,79.28802296425428,87.44410715844239,60.72005741063572,0.0,77.78490645702006,2.977890874802402,2.977890874802402,74.27763460680686,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260610,0.0,True,80.45,76.03,74.6,94.26,2.4188415022278864,-3.2081476766390837,-5.028644175684283,80.45,76.03,74.6,94.26,20260609,eod_proxy,False
30,688584.SH,上海合晶,20260609,2026-06-09,29.12,17.8947,860440083.0,0,0,半导体,89.34217788999176,87.08427290757422,99.44176467416253,91.28416783757818,72.5451197581397,95.27050746192774,45.91982040632644,0.0,77.66414242911532,2.9639660135272283,2.9639660135272283,89.60852866139176,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260610,0.0,True,30.19,28.94,27.97,34.94,3.6744505494505475,-0.6181318681318659,-3.9491758241758323,30.19,28.94,27.97,34.94,20260609,eod_proxy,False
31,688362.SH,甬矽电子,20260609,2026-06-09,56.98,8.3682,2208266208.0,0,0,半导体,89.34217788999176,49.993547511775986,66.0222862909587,26.05443607649348,82.18705519797824,60.0868724936021,76.8922494980807,0.0,77.43113571516292,2.937277043255235,2.937277043255235,66.33399025526055,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、热题材,风险可控,20260610,0.0,True,59.57,58.25,55.34,68.38,4.545454545454541,2.2288522288522294,-2.8782028782028624,59.57,58.25,55.34,68.38,20260609,eod_proxy,False
32,300821.SZ,东岳硅材,20260609,2026-06-09,17.65,9.3556,1898286782.23,0,0,化工原料,64.76208202801025,67.89383461195912,100.0,84.72582834839422,77.28155201916894,100.0,71.92177915170691,0.0,77.377932802863,2.931215853709694,2.931215853709694,77.60282129814918,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260610,0.0,True,18.26,17.99,17.05,21.18,3.456090651558097,1.9263456090651498,-3.399433427762033,18.26,17.99,17.05,21.18,20260609,eod_proxy,False
33,300870.SZ,欧陆通,20260609,2026-06-09,295.1,13.9382,1939302763.54,0,0,电气设备,46.36197770013538,82.26202379665283,97.8088303341877,60.91194640125555,80.08978901721922,89.23466927390766,72.62424672103252,0.0,77.84218401152872,2.909084754991896,2.909084754991896,72.59777233158422,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、量价齐,风险可控,20260610,0.0,True,289.73,265.06,261.55,354.12,-1.8197221280921716,-10.179600135547274,-11.36902744832261,289.73,265.06,261.55,354.12,20260609,eod_proxy,False
34,300502.SZ,新易盛,20260609,2026-06-09,785.73,8.3766,26803645754.7,0,0,通信设备,42.683221011234004,47.859459079139235,62.68920333563202,74.42062444212625,85.73748606053826,74.12525417339569,100.0,0.0,77.12516389214207,2.9025842649633917,2.9025842649633917,57.02974549921765,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,动量上、热题材、均价上,风险可控,20260610,0.0,True,799.75,772.5,760.1,942.88,1.7843279498046316,-1.683784506128061,-3.2619347613047744,799.75,772.5,760.1,942.88,20260609,eod_proxy,False
35,301128.SZ,强瑞技术,20260609,2026-06-09,165.89,8.3116,2183694982.02,0,0,专用机械,50.844972385664,59.2628439955726,94.9083163753187,66.1703577319791,80.26546025332759,92.24911538304147,76.52455424710331,0.0,76.67789324453096,2.852584573360495,2.852584573360495,68.30690355733884,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260610,0.0,True,175.99,166.08,155.68,199.07,6.088371812646942,0.11453372716863086,-6.154680812586644,175.99,166.08,155.68,199.07,20260609,eod_proxy,False
36,301018.SZ,申菱环境,20260609,2026-06-09,104.0,13.6115,2031084412.21,0,0,专用机械,50.844972385664,79.09519135006437,88.45769659632373,50.01677533160946,79.3131579905006,84.7091897645608,74.14379859003586,0.0,76.48539510122613,2.8313237339501147,2.8313237339501147,69.88728169291907,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、量价齐,风险可控,20260610,0.0,True,105.77,100.85,99.03,124.8,1.701923076923073,-3.028846153846154,-4.77884615384615,105.77,100.85,99.03,124.8,20260609,eod_proxy,False
37,002460.SZ,赣锋锂业,20260609,2026-06-09,67.94,8.2537,4704682176.900001,0,0,小金属,31.482750983350478,52.23087121531676,72.33580650603456,36.42819950590196,87.45190425495768,71.09400799552913,100.0,0.0,77.09005753124147,2.8272609911633957,2.8272609911633957,52.91241517590367,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,C级,承接好、量价齐、均价上,风险可控,20260610,0.0,True,70.55,67.6,66.8,74.73,3.8416249632028165,-0.5004415660877282,-1.6779511333529618,70.55,67.6,66.8,74.73,20260609,eod_proxy,False
38,300568.SZ,星源材质,20260609,2026-06-09,17.72,9.0462,2841649538.4399996,0,0,化工原料,64.76208202801025,48.29970596367318,56.783216902525155,69.87923574747487,82.58448926442442,76.22891256310236,85.1791222648456,0.0,76.38454626784852,2.8202467755682585,2.8202467755682585,61.91801260917145,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,动量上、量价齐、热题材,风险可控,20260610,0.0,True,17.85,16.97,16.81,21.26,0.7336343115124322,-4.232505643340856,-5.135440180586903,17.85,16.97,16.81,21.26,20260609,eod_proxy,False
39,300655.SZ,晶瑞电材,20260609,2026-06-09,14.98,8.5507,1052768660.45,0,0,半导体,89.34217788999176,59.35837141190311,95.76063735682398,47.60794177808684,75.19682956954345,91.96509761477813,52.54909493483579,0.0,75.93971241073243,2.7718876161747343,2.7718876161747343,77.67310570684002,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、量价齐,风险可控,20260610,0.0,True,15.28,15.18,14.67,17.98,2.002670226969294,1.3351134846461887,-2.0694259012016047,15.28,15.18,14.67,17.98,20260609,eod_proxy,False
40,688668.SH,鼎通科技,20260609,2026-06-09,426.71,8.9157,3283537857.0,0,0,通信设备,42.683221011234004,59.81504257443402,70.66736764780998,45.53046371777451,89.08109170728166,67.91229237149992,89.92879234602012,61.77535370308391,75.34830385865226,2.7088398346778777,2.7088398346778777,43.305132211850335,100.0,69.55616157422902,wp_rule_v2_1,disabled,0,0.0,C级,承接好、量价齐、新高,风险可控,20260610,0.0,True,440.0,416.01,404.3,512.05,3.114527430807823,-2.50755782615828,-5.2518103630100015,440.0,416.01,404.3,512.05,20260609,eod_proxy,False
41,300709.SZ,精研科技,20260609,2026-06-09,51.9,9.2862,899213238.7399999,0,0,元器件,90.0,59.34037083232336,77.7569315784515,87.0786135505494,73.94728946745259,92.62040170545174,47.36822366863149,0.0,75.19912945046998,2.6931583943263804,2.6931583943263804,78.12008941084392,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260610,0.0,True,51.02,48.5,47.71,62.28,-1.6955684007707084,-6.551059730250475,-8.073217726396908,51.02,48.5,47.71,62.28,20260609,eod_proxy,False
42,688183.SH,生益电子,20260609,2026-06-09,124.9,11.4084,3549261572.0,0,0,元器件,90.0,56.39265011535988,58.8846204055441,46.74850591555061,77.80283649499697,60.41355089393471,92.48599934531534,0.0,74.96725506520797,2.668958495212451,2.668958495212451,68.3508983957003,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、热题材、均价上,风险可控,20260610,0.0,True,122.95,116.4,115.03,149.88,-1.5612489991993606,-6.805444355484392,-7.902321857485994,122.95,116.4,115.03,149.88,20260609,eod_proxy,False
43,688766.SH,普冉股份,20260609,2026-06-09,409.02,9.6568,2685485797.0,0,0,半导体,89.34217788999176,47.61508357336521,54.223905146997694,60.84942892700467,76.88823640347032,71.54691466688125,83.3216990544226,0.0,73.8924607492682,2.5595214190484086,2.5595214190484086,66.90231755612994,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、热题材、均价上,风险可控,20260610,0.0,True,413.51,383.34,376.27,490.82,1.0977458314996857,-6.278421593076134,-8.006943425749357,413.51,383.34,376.27,490.82,20260609,eod_proxy,False
44,300285.SZ,国瓷材料,20260609,2026-06-09,66.4,15.2578,9642850735.11,0,0,陶瓷,18.5,92.6622165138291,95.27243036714148,87.4503351522298,80.0,91.77912513252562,100.0,33.172538000644096,74.24326864207214,2.537331667408459,2.537331667408459,60.8108954735738,94.73684210526315,74.60160234194424,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260610,0.0,True,66.5,61.13,61.0,79.68,0.1506024096385561,-7.936746987951815,-8.13253012048194,66.5,61.13,61.0,79.68,20260609,eod_proxy,False
45,688020.SH,方邦股份,20260609,2026-06-09,147.72,13.6308,750183128.0,0,0,元器件,90.0,72.42298155280449,78.67436455361806,60.03902885319526,71.56546261236541,84.51484775756094,41.41365653091353,0.0,73.56386677866344,2.5269443561893032,2.5269443561893032,78.22680983335884,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260610,0.0,True,162.64,160.0,144.0,177.26,10.100189547793104,8.313024641213108,-2.5182778229081992,162.64,160.0,144.0,177.26,20260609,eod_proxy,False
46,300671.SZ,富满微,20260609,2026-06-09,46.2,13.1521,662371890.78,0,0,半导体,89.34217788999176,75.85021207640207,96.06201293425076,65.86723255734526,69.1062889511451,93.14164057060974,37.32274338883991,0.0,73.31401521149988,2.502444524595611,2.502444524595611,83.13204315232771,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险可控,20260610,0.0,True,51.99,49.9,45.5,55.44,12.532467532467528,8.008658008658,-1.515151515151525,51.99,49.9,45.5,55.44,20260609,eod_proxy,False
47,688605.SH,先锋精科,20260609,2026-06-09,77.84,11.3272,694060239.0,0,0,半导体,89.34217788999176,66.07102191019379,88.39898861402594,81.50073704934255,69.72055386252835,92.31415101991809,38.858405667298044,0.0,73.02580066663009,2.4744703251541234,2.4744703251541234,80.73804320953417,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260610,0.0,True,80.13,77.04,76.0,93.41,2.9419321685508537,-1.0277492291880796,-2.3638232271325887,80.13,77.04,76.0,93.41,20260609,eod_proxy,False
48,688484.SH,南芯科技,20260609,2026-06-09,43.95,11.9745,701525506.0,0,0,半导体,89.34217788999176,68.18063919496288,87.17868308647269,65.72601616976638,69.86118066800668,91.33155765879515,39.20997268099387,0.0,72.72548067252963,2.4456454647457795,2.4456454647457795,79.40884734974985,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、承接好、动量上,风险可控,20260610,0.0,True,43.57,41.86,40.88,52.74,-0.8646188850967018,-4.75540386803186,-6.98521046643914,43.57,41.86,40.88,52.74,20260609,eod_proxy,False
49,300806.SZ,斯迪克,20260609,2026-06-09,84.97,12.827,2369871327.67,0,0,塑料,48.23707516765713,76.26251783678937,89.44480104840332,78.0360625051216,73.25642977058976,92.26515496312956,79.21317883086027,0.0,72.62996659788365,2.436546778983146,2.436546778983146,71.16821919490275,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、动量上,风险可控,20260610,0.0,True,84.9,81.38,79.27,101.96,-0.08238201718252514,-4.2250205955043025,-6.708249970577851,84.9,81.38,79.27,101.96,20260609,eod_proxy,False
50,688205.SH,德科立,20260609,2026-06-09,228.21,10.6044,2556043141.0,0,0,通信设备,42.683221011234004,50.32553114993029,36.069609211896186,36.50044797203221,83.54891140760914,54.958633846766006,81.698308942579,4.584461680031609,72.34634492838435,2.409723026851961,2.409723026851961,46.20702314352654,100.0,83.8538845799921,wp_rule_v2_1,disabled,0,0.0,C级,热题材、均价上,回落大,20260610,0.0,True,229.1,221.3,214.65,273.85,0.389991674335044,-3.0279128872529704,-5.941895622453009,229.1,221.3,214.65,273.85,20260609,eod_proxy,False
1,688809.SH,强一股份,20260610,2026-06-10,540.99,10.8791,2390880849.0,0,0,半导体,81.8695930880563,78.69186923452904,98.19999521866389,90.85087981051669,88.31850959033883,100.0,89.55245873997315,0.0,87.86019167889742,4.390990693993995,4.390990693993995,86.79078321886747,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、个股强、承接好,风险可控,20260611,0.0,True,609.0,586.17,534.77,649.19,12.571396883491381,8.351355847612707,-1.1497439878740856,609.0,586.17,534.77,649.19,20260610,eod_proxy,False
2,300666.SZ,江丰电子,20260610,2026-06-10,243.67,8.3556,6509198720.41,0,0,半导体,81.8695930880563,57.687306526474956,71.18799107506,77.16965752986417,92.49752609434957,85.78338690435585,100.0,0.0,87.09112541025073,4.263640303479948,4.263640303479948,74.47619048068678,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,A级,板块强、承接好、动量上,风险可控,20260611,1.0,True,292.4,292.4,255.13,292.4,19.998358435589104,19.998358435589104,4.703082037181439,292.4,292.4,255.13,292.4,20260610,eod_proxy,False
3,688629.SH,华丰科技,20260610,2026-06-10,139.91,8.4742,3670997902.0,0,0,元器件,47.29011721055738,49.04378975146283,59.29362818139319,62.98401519546491,92.5,75.77629315215714,100.0,1.4696590665427216,81.93295289434907,3.496550865731069,3.496550865731069,57.27650964783023,100.0,84.63258523336432,wp_rule_v2_1,disabled,0,0.0,B级,量价齐、热题材、均价上,回落大,20260611,0.0,True,145.5,142.0,137.0,167.89,3.995425630762628,1.4938174540776172,-2.0799085126152472,145.5,142.0,137.0,167.89,20260610,eod_proxy,False
4,601012.SH,隆基绿能,20260610,2026-06-10,14.08,8.8099,3396036389.0,0,0,电气设备,36.94723654374909,62.349517097700044,95.71765521086961,60.16233320402938,88.35935834833205,90.3999423362237,100.0,0.0,81.40772510936372,3.329244492317498,3.329244492317498,65.187247551771,94.73684210526315,82.89473684210526,wp_rule_v2_1,disabled,0,0.0,B级,承接好、量价齐、均价上,风险可控,20260611,0.0,True,13.9,13.64,13.42,15.49,-1.278409090909094,-3.125,-4.6875,13.9,13.64,13.42,15.49,20260610,eod_proxy,False
5,688535.SH,华海诚科,20260610,2026-06-10,125.93,10.3488,1694588156.0,0,0,半导体,81.8695930880563,55.323230968365706,56.56879804774646,76.52264187047557,83.86030410288187,78.56535764238309,78.40694502133074,6.203922814261825,79.13852098820142,3.1383727291490424,3.1383727291490424,68.12102705394706,100.0,83.44901929643454,wp_rule_v2_1,disabled,0,0.0,B级,板块强、动量上、量价齐,回落大,20260611,0.0,True,132.97,131.2,123.38,151.12,5.590407369173334,4.1848646073215034,-2.0249344874136543,132.97,131.2,123.38,151.12,20260610,eod_proxy,False
6,603859.SH,能科科技,20260610,2026-06-10,57.65,8.8763,2559455421.0,0,0,软件服务,46.06486152662546,70.14985024138126,97.10420172310403,61.13649048402779,81.44024665863563,91.05861975087049,91.75851525520947,3.914583838874063,77.59108869255847,2.955573117126729,2.955573117126729,68.6097201050451,100.0,84.02135404028148,wp_rule_v2_1,disabled,0,0.0,C级,个股强、承接好、量价齐,风险可控,20260611,0.0,True,55.66,51.89,51.89,63.42,-3.4518647007805714,-9.991326973113612,-9.991326973113612,55.66,51.89,51.89,63.42,20260610,eod_proxy,False
7,688146.SH,中船特气,20260610,2026-06-10,292.0,16.4181,4995813347.0,0,0,半导体,81.8695930880563,83.52082847573945,74.53505912494052,32.63521063308281,87.16419276101624,65.63020226134098,100.0,100.0,76.1977991295564,2.799845986954276,2.799845986954276,50.60954732281681,100.0,60.0,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、承接好,风险高,20260611,0.0,True,349.8,349.8,289.0,350.4,19.794520547945215,19.794520547945215,-1.0273972602739767,349.8,349.8,289.0,350.4,20260610,eod_proxy,False
8,688020.SH,方邦股份,20260610,2026-06-10,160.0,8.313,1203667927.0,0,0,元器件,47.29011721055738,54.362369895488584,85.14291518444205,70.38604688012893,79.43249453002124,89.40900648858637,67.33123632505313,0.0,74.88030071282651,2.659938014175691,2.659938014175691,64.25851513937211,100.0,85.0,wp_rule_v2_1,disabled,0,0.0,C级,承接好、动量上、量价齐,风险可控,20260611,0.0,True,187.0,178.0,160.0,192.0,16.874999999999996,11.250000000000004,0.0,187.0,178.0,160.0,192.0,20260610,eod_proxy,False
9,688530.SH,欧莱新材,20260610,2026-06-10,55.88,13.3469,839461673.0,0,0,半导体,81.8695930880563,72.0705734051258,57.82741121471333,87.34861936985969,74.76270169158545,81.870637289136,55.66293899308968,8.047764889047915,74.06490906480391,2.5767813445885146,2.5767813445885146,72.43672626898035,100.0,82.98805877773802,wp_rule_v2_1,disabled,0,0.0,C级,板块强、个股强、动量上,回落大,20260611,1.0,True,67.06,67.06,56.0,67.06,20.00715819613457,20.00715819613457,0.21474588403722628,67.06,67.06,56.0,67.06,20260610,eod_proxy,False
10,300331.SZ,苏大维格,20260610,2026-06-10,63.29,11.9187,2336718892.98,0,0,元器件,47.29011721055738,64.1799295071564,20.431853935701938,92.7514416643524,88.02421079711466,57.308000533995965,88.81052699278665,55.274800369483515,74.04974361025197,2.575258938429668,2.575258938429668,41.44265350757233,100.0,71.18129990762912,wp_rule_v2_1,disabled,0,0.0,C级,动量上、新高、破平台,位置差、高开低走、回落大,20260611,0.0,True,65.2,64.58,61.16,75.95,3.0178543213777997,2.0382366882603975,-3.3654605782904135,65.2,64.58,61.16,75.95,20260610,eod_proxy,False
11,300283.SZ,温州宏丰,20260610,2026-06-10,20.23,9.1154,2154481076.0099998,0,0,电气设备,36.94723654374909,56.744256006196395,53.81385422314833,84.6221469927343,82.8319319535427,81.31658302889265,86.18143401302663,9.919612496292613,74.2916542868707,2.542008716366739,2.542008716366739,54.36433973130267,94.73684210526315,80.41483371803211,wp_rule_v2_1,disabled,0,0.0,C级,动量上、量价齐、新高,回落大,20260611,0.0,True,20.95,17.16,16.64,24.28,3.5590706870983535,-15.175481957488879,-17.745921898171034,20.95,17.16,16.64,24.28,20260610,eod_proxy,False
