buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
4,标准,002645.SZ,华宏科技,12,32.82,8.8557,专用机械,3.2162770871953836,74.48178474083946,65.47042568564449,85.0,0.0,96.2243932565392,83.50150026153194,87.76223776223773,1.0664229128580116,2.242990654205612,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260604,1.0,True,36.1,36.1,31.35,36.1,9.993906154783684,9.993906154783684,-4.478976234003651,36.1,36.1,31.35,36.1,20260603,eod_proxy,False
5,标准,688661.SH,和林微纳,11,129.7,15.207,元器件,3.255735262679744,81.69305209047559,65.36562079679106,82.76833624518119,8.926655019275223,76.06593939242805,87.63528722600397,75.55454956994112,4.1634541249036205,2.9882745295254143,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260604,0.0,True,128.76,124.0,122.4,155.64,-0.7247494217424766,-4.394757131842708,-5.628373168851186,128.76,124.0,122.4,155.64,20260603,eod_proxy,False
1,核心,002463.SZ,沪电股份,1,140.82,8.49,元器件,5.129273378706284,84.79738876715571,75.38140584101797,85.0,0.0,85.7024329702337,84.70992054936866,87.9606879606879,1.3918477488993108,3.013899049012436,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260605,0.0,True,141.28,133.22,131.81,154.9,0.3266581451498496,-5.396960658997296,-6.39823888652179,141.28,133.22,131.81,154.9,20260604,eod_proxy,False
2,核心,688800.SH,瑞可达,8,135.0,8.0086,元器件,4.019040157558486,85.04383811383852,73.58377021359651,85.0,0.0,99.89859888901086,73.1175484406624,99.925925925926,0.007407407407411526,3.442991418062946,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260605,0.0,True,138.6,126.11,125.28,162.0,2.6666666666666616,-6.585185185185183,-7.199999999999996,138.6,126.11,125.28,162.0,20260604,eod_proxy,False
3,标准,688766.SH,普冉股份,2,427.35,14.2647,半导体,5.005938469945695,83.60715142104661,72.73129608853685,84.62459922779922,1.501603088803084,88.66777076132622,93.95567925770294,88.00000000000003,2.021762021762008,4.458458605265103,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260605,0.0,True,421.0,396.0,393.0,512.82,-1.4859014859014863,-7.3359073359073435,-8.037908037908048,421.0,396.0,393.0,512.82,20260604,eod_proxy,False
4,标准,688200.SH,华峰测控,9,441.0,13.0479,半导体,3.95264474644219,83.21973602659578,70.68980299384413,85.0,0.0,98.60611503299438,82.80819761667719,93.90503189227498,0.7800453514739125,3.891820580474925,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260605,0.0,True,443.0,427.92,420.0,529.2,0.45351473922903285,-2.965986394557818,-4.761904761904767,443.0,427.92,420.0,529.2,20260604,eod_proxy,False
5,标准,300776.SZ,帝尔激光,13,164.3,8.9523,专用机械,3.4620671868817086,69.91801327084924,61.78047301556077,82.92549991152008,8.29800035391968,98.18306284018114,71.31140460337713,94.53253143794423,0.6086427267194106,3.417888839932015,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260605,0.0,True,184.88,170.16,156.6,197.16,12.525867315885563,3.5666463785757774,-4.686548995739514,184.88,170.16,156.6,197.16,20260604,eod_proxy,False
1,核心,688777.SH,中控技术,1,100.0,13.0966,专用机械,4.858897607352324,90.47240941506396,76.71995582085627,85.0,0.0,90.72066664941613,96.22996729345144,85.36942209217264,2.0000000000000018,3.330692660076484,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260608,0.0,True,107.68,103.5,97.73,119.66,7.679999999999998,3.499999999999992,-2.2699999999999942,107.68,103.5,97.73,119.66,20260605,eod_proxy,False
2,核心,300136.SZ,信维通信,2,106.33,8.5,元器件,4.498868028010009,73.31729711746961,66.20818721623206,85.0,0.0,75.33719983317364,62.19706430077005,77.87979966611015,2.492241136085771,2.1389004514744903,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260608,0.0,True,110.18,103.65,101.36,127.6,3.6208031599736845,-2.520455186682957,-4.674127715602372,110.18,103.65,101.36,127.6,20260605,eod_proxy,False
3,标准,300503.SZ,昊志机电,6,81.77,8.896,机械基件,3.3232022868313864,75.31504749664809,65.08219426402451,84.81869712608537,0.7252114956585515,87.54167671057452,67.12370105464291,84.251968503937,2.6904732787085717,4.0595571392211705,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260608,0.0,True,88.99,87.01,78.09,98.12,8.82964412376177,6.408218172924074,-4.500428029839787,88.99,87.01,78.09,98.12,20260605,eod_proxy,False
4,标准,688322.SH,奥比中光-W,3,126.06,10.048,元器件,4.114683656877034,65.58362208982592,55.98584244020621,78.44398173525332,26.224073058986736,53.186585471013615,81.51696991918175,68.71750433275562,5.727431381881654,2.3380418899171973,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、强均价、低风险,20260608,0.0,True,150.0,144.17,122.2,151.27,18.99095668729176,14.36617483737901,-3.062033952086307,150.0,144.17,122.2,151.27,20260605,eod_proxy,False
5,标准,688403.SH,汇成股份,5,22.5,11.4965,半导体,3.350111265890844,62.522889629126475,55.21543655103715,79.46801257543858,13.706897066666706,74.18137659431932,89.25791744983738,77.67857142857143,4.444444444444451,3.8142110119963046,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260608,0.0,True,23.36,22.48,20.8,27.0,3.8222222222222157,-0.0888888888888828,-7.555555555555548,23.36,22.48,20.8,27.0,20260605,eod_proxy,False
1,核心,300120.SZ,经纬辉开,6,9.09,13.9098,元器件,3.0171752517749972,77.90386457817502,65.83716246710156,85.0,0.0,97.57282831918145,92.34608911515969,95.48872180451124,0.660066006600668,4.643131235610132,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260609,0.0,True,9.06,8.92,8.7,10.91,-0.3300330033003229,-1.8701870187018743,-4.290429042904298,9.06,8.92,8.7,10.91,20260608,eod_proxy,False
2,核心,301319.SZ,唯特偶,1,143.49,19.8046,元器件,5.040699386702696,77.43469204879892,65.42676317086061,81.10520038460508,15.579198461579669,100.0,66.78972080013013,99.23307769256422,0.16028991567356154,7.365191799271709,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260609,0.0,True,153.15,148.0,140.4,172.19,6.7321764582897625,3.143076172555581,-2.1534601714405244,153.15,148.0,140.4,172.19,20260608,eod_proxy,False
3,标准,688772.SH,珠海冠宇,2,17.38,12.8571,电气设备,3.5661247084472723,73.68683584650644,64.64137869259848,85.0,0.0,100.0,85.24189812443934,93.53612167300373,0.9781357882623798,4.5937813440321,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260609,0.0,True,17.87,17.06,16.94,20.86,2.81933256616802,-1.8411967779056404,-2.5316455696202445,17.87,17.06,16.94,20.86,20260608,eod_proxy,False
4,标准,300303.SZ,聚飞光电,4,9.72,9.3363,半导体,3.16719849889321,55.64034468573187,51.69801714602413,81.83918128654972,4.222222222222188,63.20546026487953,64.4410298234371,71.42857142857146,3.703703703703698,1.8867924528302105,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强均价、低风险,20260609,0.0,True,9.87,9.5,9.22,11.66,1.5432098765431945,-2.263374485596714,-5.1440329218107035,9.87,9.5,9.22,11.66,20260608,eod_proxy,False
1,核心,300666.SZ,江丰电子,1,224.88,16.175,半导体,5.630727408064015,94.93180028716817,80.92293679391662,85.0,0.0,97.62428278692006,100.0,94.82097186700766,0.7203842049092968,4.336529539127754,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260610,0.0,True,249.88,243.67,220.0,269.86,11.117040199217353,8.355567413731757,-2.170046246887225,249.88,243.67,220.0,269.86,20260609,eod_proxy,False
2,核心,300346.SZ,南大光电,2,62.71,9.652,半导体,4.975242233638358,84.04125661218369,73.83471108750035,85.0,0.0,86.46610899723736,81.86161183781188,91.96581196581198,0.7494817413490562,2.679838445584548,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260610,0.0,True,63.66,61.72,61.0,75.25,1.5149099027268242,-1.5786955828416604,-2.7268378249083125,63.66,61.72,61.0,75.25,20260609,eod_proxy,False
3,标准,301217.SZ,铜冠铜箔,4,122.76,8.5411,元器件,4.744126256135049,78.54667304106316,70.51906186597697,85.0,0.0,75.2228219168964,81.0610789555706,86.42350557244184,1.0915607689801154,1.9911933313024432,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260610,0.0,True,131.45,122.8,118.09,147.31,7.078853046594968,0.032583903551630655,-3.804170739654611,131.45,122.8,118.09,147.31,20260609,eod_proxy,False
4,标准,000823.SZ,超声电子,11,18.6,8.8356,元器件,3.601674317698542,79.59763807452418,68.51762937539058,85.0,0.0,77.94151772297494,86.01658329963736,88.41463414634161,1.0215053763440674,2.310231023102327,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260610,0.0,True,18.97,17.87,17.73,20.46,1.9892473118279463,-3.9247311827957043,-4.677419354838719,18.97,17.87,17.73,20.46,20260609,eod_proxy,False
5,标准,300316.SZ,晶盛机电,15,53.15,16.1495,专用机械,3.4306522029720137,80.00275944447915,67.02174319932143,85.0,0.0,100.0,86.93988086010076,98.4550561797753,0.20696142991534217,4.523107177974439,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260610,0.0,True,51.25,49.26,48.11,63.78,-3.5747883349012244,-7.318908748824082,-9.482596425211664,51.25,49.26,48.11,63.78,20260609,eod_proxy,False
1,核心,688809.SH,强一股份,1,540.99,10.8791,半导体,4.390990693993995,86.79078321886747,74.62705718559323,85.0,0.0,98.19999521866389,90.85087981051669,93.07807807807806,0.8521414443889874,3.6650719537043575,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260611,0.0,True,609.0,586.17,534.77,649.19,12.571396883491381,8.351355847612707,-1.1497439878740856,609.0,586.17,534.77,649.19,20260610,eod_proxy,False
2,核心,300666.SZ,江丰电子,2,243.67,8.3556,半导体,4.263640303479948,74.47619048068678,66.55371628620799,85.0,0.0,71.18799107506,77.16965752986417,79.21686746987949,2.54852874789675,2.4469203279377627,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260611,1.0,True,292.4,292.4,255.13,292.4,19.998358435589104,19.998358435589104,4.703082037181439,292.4,292.4,255.13,292.4,20260610,eod_proxy,False
3,标准,601012.SH,隆基绿能,4,14.08,8.8099,电气设备,3.329244492317498,65.187247551771,59.16099264961614,82.89473684210526,0.0,95.71765521086961,60.16233320402938,91.08280254777067,0.9943181818181879,3.150183150183139,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260611,0.0,True,13.9,13.64,13.42,15.49,-1.278409090909094,-3.125,-4.6875,13.9,13.64,13.42,15.49,20260610,eod_proxy,False
