buy_rank,portfolio_group,ts_code,name,rank,price,pct_chg,sector_name,p_limitup_t1,wp_score,decision_score,model_confidence,risk_penalty_score,acceptance_score,momentum_score,close_position,intraday_pullback_pct,intraday_vwap_position,confirm_before_buy,reject_if,buy_reason,next_trade_date,label_t1_limitup,label_available,next_day_open,next_day_high,next_day_close,next_day_low,next_day_limitup_price,next_day_open_pct,next_day_max_pct,next_day_close_pct,next_day_drawdown_pct,next_open,next_high,next_close,next_low,next_up_limit,backtest_trade_date,backtest_data_mode,calibration_eligible
2,核心,603893.SH,瑞芯微,1,190.71,8.2841,半导体,4.731048095778963,81.03066784021333,71.85715801974968,85.0,0.0,80.80391934848268,73.94030780383434,80.80101716465363,1.5835561847831636,-0.1436,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260708,1.0,True,200.0,209.78,202.0,197.11,209.78,4.871270515442294,9.999475643647425,5.919983220596703,3.355880656494148,200.0,209.78,202.0,197.11,209.78,20260707,eod_proxy,False
3,标准,002617.SZ,露笑科技,6,9.7,8.1382,电气设备,3.144651937761654,60.24034893607662,55.24965145276386,82.89473684210526,0.0,85.53279197813615,52.860680313738804,84.54545454545455,1.7525773195876226,1.648,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260708,0.0,True,9.45,9.78,9.3,9.1,10.67,-2.577319587628868,0.8247422680412342,-4.123711340206171,-6.185567010309279,9.45,9.78,9.3,9.1,10.67,20260707,eod_proxy,False
1,核心,688508.SH,芯朋微,3,98.09,16.8016,半导体,3.554200111872979,77.84540385760164,64.85176069491848,80.90369258479055,7.96417702925884,91.11799658969878,99.03844530884372,86.99855002416628,2.7423794474462193,4.4301,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260709,0.0,True,98.0,102.0,101.0,93.11,117.71,-0.09175247221939742,3.986135181975725,2.966663268426961,-5.076970129472935,98.0,102.0,101.0,93.11,117.71,20260708,eod_proxy,False
2,核心,688691.SH,灿芯股份,1,113.98,15.8687,半导体,3.7214986266229175,67.33871213423808,57.860346085453656,82.05169420304578,3.372170556237924,54.993406434896514,88.57107574570848,72.39972807613869,3.562028426039654,0.3476,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强均价、低风险,20260709,0.0,True,113.0,117.0,116.05,106.29,136.78,-0.8597999649061272,2.649587646955598,1.8161080891384351,-6.746797683804173,113.0,117.0,116.05,106.29,136.78,20260708,eod_proxy,False
3,标准,300821.SZ,东岳硅材,4,26.44,13.4764,化工原料,3.2145956039011945,62.82235459100932,52.38881667652248,78.10633106597932,19.153623104503783,82.70971773451203,67.37925624828424,79.52380952380953,3.2526475037821356,5.0708,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260709,0.0,True,25.5,31.0,30.33,24.9,31.73,-3.5552193645990937,17.2465960665658,14.712556732223891,-5.824508320726185,25.5,31.0,30.33,24.9,31.73,20260708,eod_proxy,False
1,核心,688008.SH,澜起科技,1,285.8,15.6383,半导体,5.570478940524564,92.06226156310794,78.99952884856074,85.0,0.0,99.21607270544756,90.31547022018435,100.0,0.0,3.976425219194546,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260710,0.0,True,291.51,297.96,268.06,267.99,342.96,1.9979006298110447,4.254723582925113,-6.207137858642408,-6.231630510846742,291.51,297.96,268.06,267.99,342.96,20260709,eod_proxy,False
2,核心,688981.SH,中芯国际,2,173.0,13.741,半导体,5.3158712158317245,87.9391977880441,75.00936896674617,84.39508536779958,2.4196585288016594,84.33468587157199,93.36955284934773,93.26193663543066,0.8728323699422003,3.8810272012169467,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,强板块、承接好、近高收,20260710,0.0,True,173.0,176.34,163.02,162.58,207.6,0.0,1.9306358381502964,-5.768786127167624,-6.023121387283226,173.0,176.34,163.02,162.58,207.6,20260709,eod_proxy,False
3,标准,000063.SZ,中兴通讯,19,40.33,9.3843,通信设备,3.7003561452066838,68.61952560037386,62.00518733182094,82.89473684210526,0.0,88.60645505957221,82.80073488725833,95.1704545454545,0.4215224398710582,3.0054,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260710,0.0,True,39.8,43.0,40.53,39.63,44.36,-1.3141581948921455,6.620381849739654,0.49590875278948676,-1.7356806347631926,39.8,43.0,40.53,39.63,44.36,20260709,eod_proxy,False
4,标准,300394.SZ,天孚通信,21,271.5,10.5096,通信设备,3.571406172268116,65.47779792339064,58.52323795376174,82.89473684210526,0.0,89.88209057559173,54.802679093772866,94.1007783695207,0.530386740331501,4.3597,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260710,0.0,True,281.0,291.8,271.12,270.91,325.8,3.4990791896869267,7.476979742173118,-0.13996316758747573,-0.21731123388580853,281.0,291.8,271.12,270.91,325.8,20260709,eod_proxy,False
5,标准,300475.SZ,香农芯创,24,267.98,9.7874,元器件,3.485299931535889,67.94545984629292,58.376296593039825,79.81673021996036,12.312026488579614,90.96973259636924,55.57489001170285,99.95650282731626,0.0037316217628147186,3.6987,涨幅>8%、承接稳、板块不退,破8%/回落大/板块弱/难成交,承接好、近高收、强均价,20260710,0.0,True,266.67,283.1,271.0,263.02,321.58,-0.4888424509291722,5.642212105381006,1.1269497723710664,-1.850884394357799,266.67,283.1,271.0,263.02,321.58,20260709,eod_proxy,False
